Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility	Duration_calc
34	Alleged or Breached Rule	2022-12-24	2022-12-29	5	CAU	Northeast NS Correctional Facility	5
34	Alleged or Breached Rule	2022-12-25	2022-12-26	1	CAU	Northeast NS Correctional Facility	1
34	Alleged or Breached Rule	2022-12-26	2022-12-31	5	CAU	Northeast NS Correctional Facility	5
34	Alleged or Breached Rule	2022-12-26	2022-12-29	3	CAU	Northeast NS Correctional Facility	3
34	Alleged or Breached Rule	2022-12-26	2022-12-29	3	CAU	Northeast NS Correctional Facility	3
34	Alleged or Breached Rule	2022-12-27	2022-12-28	1	CAU	Northeast NS Correctional Facility	1
34	Covid - 19	2020-12-31	2021-01-03	3	IND	Northeast NS Correctional Facility	3
34	Covid - 19	2020-12-31	2021-01-05	5	CAU	Northeast NS Correctional Facility	5
34	Covid - 19	2021-01-01	2021-01-08	7	IND	Northeast NS Correctional Facility	7
34	Covid - 19	2021-01-02	2021-01-04	2	UNK	Northeast NS Correctional Facility	2
34	Covid - 19	2021-01-02	2021-01-04	2	IND	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-17	2021-01-19	2	CAU	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-19	2021-01-21	2	OTH	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-19	2021-01-20	1	CAU	Northeast NS Correctional Facility	1
36	Covid - 19	2021-01-19	2021-01-21	2	CAU	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-20	2021-01-22	2	CAU	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-21	2021-01-25	4	CAU	Northeast NS Correctional Facility	4
36	Covid - 19	2021-01-21	2021-01-24	3	CAU	Northeast NS Correctional Facility	3
36	Covid - 19	2021-01-22	2021-01-25	3	CAU	Northeast NS Correctional Facility	3
36	Covid - 19	2021-01-22	2021-01-25	3	CAU	Northeast NS Correctional Facility	3
36	Covid - 19	2021-01-23	2021-01-25	2	CAU	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-24	2021-01-25	1	CAU	Northeast NS Correctional Facility	1
36	Covid - 19	2021-01-25	2021-01-29	4	CAU	Northeast NS Correctional Facility	4
36	Covid - 19	2021-01-26	2021-01-27	1	CAU	Northeast NS Correctional Facility	1
36	Covid - 19	2021-01-27	2021-01-29	2	CAU	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-27	2021-01-29	2	IND	Northeast NS Correctional Facility	2
36	Covid - 19	2021-01-27	2021-01-29	2	CAU	Northeast NS Correctional Facility	2
37	Covid - 19	2021-01-29	2021-01-31	2	CAU	Northeast NS Correctional Facility	2
37	Covid - 19	2021-01-30	2021-02-02	3	CAU	Northeast NS Correctional Facility	3
37	Covid - 19	2021-01-30	2021-02-01	2	CAU	Northeast NS Correctional Facility	2
37	Covid - 19	2021-02-02	2021-02-08	6	IND	Northeast NS Correctional Facility	6
37	Covid - 19	2021-02-03	2021-02-04	1	CAU	Northeast NS Correctional Facility	1
37	Covid - 19	2021-02-03	2021-02-08	5	IND	Northeast NS Correctional Facility	5
37	Covid - 19	2021-02-04	2021-02-08	4	IND	Northeast NS Correctional Facility	4
37	Covid - 19	2021-02-05	2021-02-05	0	CAU	Northeast NS Correctional Facility	0
37	Covid - 19	2021-02-05	2021-03-05	28	IND	Northeast NS Correctional Facility	28
37	Covid - 19	2021-02-05	2021-02-08	3	IND	Northeast NS Correctional Facility	3
37	Covid - 19	2021-02-09	2021-02-11	2	IND	Northeast NS Correctional Facility	2
37	Covid - 19	2021-02-09	2021-02-12	3	CAU	Northeast NS Correctional Facility	3
37	Covid - 19	2021-02-10	2021-02-11	1	CAU	Northeast NS Correctional Facility	1
37	Covid - 19	2021-02-10	2021-02-12	2	UNK	Northeast NS Correctional Facility	2
37	Covid - 19	2021-02-11	2021-02-14	3	CAU	Northeast NS Correctional Facility	3
37	Covid - 19	2021-02-11	2021-02-12	1	CAU	Northeast NS Correctional Facility	1
38	Covid - 19	2021-02-13	2021-02-16	3	BLA	Northeast NS Correctional Facility	3
38	Covid - 19	2021-02-14	2021-02-16	2	CAU	Northeast NS Correctional Facility	2
38	Covid - 19	2021-02-16	2021-02-19	3	UNK	Northeast NS Correctional Facility	3
38	Covid - 19	2021-02-16	2021-02-16	0	CAU	Northeast NS Correctional Facility	0
38	Covid - 19	2021-02-18	2021-02-22	4	IND	Northeast NS Correctional Facility	4
38	Covid - 19	2021-02-18	2021-02-18	0	CAU	Northeast NS Correctional Facility	0
38	Covid - 19	2021-02-20	2021-02-22	2	BLA	Northeast NS Correctional Facility	2
38	Covid - 19	2021-02-20	2021-02-22	2	CAU	Northeast NS Correctional Facility	2
38	Covid - 19	2021-02-21	2021-02-24	3	CAU	Northeast NS Correctional Facility	3
38	Covid - 19	2021-02-26	2021-03-01	3	CAU	Northeast NS Correctional Facility	3
38	Covid - 19	2021-02-27	2021-03-01	2	CAU	Northeast NS Correctional Facility	2
38	Covid - 19	2021-03-01	2021-03-03	2	IND	Northeast NS Correctional Facility	2
38	Covid - 19	2021-03-02	2021-03-04	2	CAU	Northeast NS Correctional Facility	2
38	Covid - 19	2021-03-02	2021-03-05	3	CAU	Northeast NS Correctional Facility	3
38	Covid - 19	2021-03-03	2021-03-07	4	CAU	Northeast NS Correctional Facility	4
38	Covid - 19	2021-03-06	2021-03-09	3	CAU	Northeast NS Correctional Facility	3
39	Covid - 19	2021-03-06	2021-03-10	4	CAU	Northeast NS Correctional Facility	4
39	Covid - 19	2021-03-06	2021-03-08	2	CAU	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-07	2021-03-11	4	CAU	Northeast NS Correctional Facility	4
39	Covid - 19	2021-03-08	2021-03-11	3	UNK	Northeast NS Correctional Facility	3
39	Covid - 19	2021-03-12	2021-03-18	6	CAU	Northeast NS Correctional Facility	6
39	Covid - 19	2021-03-13	2021-03-15	2	CAU	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-14	2021-03-16	2	CAU	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-18	2021-03-20	2	CAU	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-19	2021-03-22	3	CAU	Northeast NS Correctional Facility	3
39	Covid - 19	2021-03-20	2021-03-22	2	ANS	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-20	2021-03-22	2	CAU	Northeast NS Correctional Facility	2
39	Covid - 19	2021-03-21	2021-03-22	1	CAU	Northeast NS Correctional Facility	1
39	Covid - 19	2021-03-21	2021-03-22	1	CAU	Northeast NS Correctional Facility	1
39	Covid - 19	2021-03-21	2021-03-24	3	CAU	Northeast NS Correctional Facility	3
39	Covid - 19	2021-03-22	2021-03-27	5	CAU	Northeast NS Correctional Facility	5
39	Covid - 19	2021-03-23	2021-03-24	1	BLA	Northeast NS Correctional Facility	1
40	Covid - 19	2021-03-24	2021-03-25	1	CAU	Northeast NS Correctional Facility	1
40	Covid - 19	2021-03-27	2021-03-29	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-03-27	2021-03-29	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-03-28	2021-03-29	1	CAU	Northeast NS Correctional Facility	1
40	Covid - 19	2021-03-29	2021-04-01	3	CAU	Northeast NS Correctional Facility	3
40	Covid - 19	2021-03-30	2021-04-01	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-03-31	2021-04-03	3	CAU	Northeast NS Correctional Facility	3
40	Covid - 19	2021-03-31	2021-04-04	4	CAU	Northeast NS Correctional Facility	4
40	Covid - 19	2021-04-01	2021-04-04	3	UNK	Northeast NS Correctional Facility	3
40	Covid - 19	2021-04-02	2021-04-08	6	CAU	Northeast NS Correctional Facility	6
40	Covid - 19	2021-04-03	2021-04-05	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-04-06	2021-04-08	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-04-09	2021-04-13	4	CAU	Northeast NS Correctional Facility	4
40	Covid - 19	2021-04-10	2021-04-12	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-04-13	2021-04-15	2	CAU	Northeast NS Correctional Facility	2
40	Covid - 19	2021-04-14	2021-04-18	4	IND	Northeast NS Correctional Facility	4
41	Covid - 19	2021-04-14	2021-04-29	15	IND	Northeast NS Correctional Facility	15
41	Covid - 19	2021-04-14	2021-04-16	2	IND	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-16	2021-04-17	1	CAU	Northeast NS Correctional Facility	1
41	Covid - 19	2021-04-17	2021-04-19	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-19	2021-04-20	1	CAU	Northeast NS Correctional Facility	1
41	Covid - 19	2021-04-20	2021-04-21	1	UNK	Northeast NS Correctional Facility	1
41	Covid - 19	2021-04-22	2021-04-24	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-22	2021-04-24	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-23	2021-04-26	3	CAU	Northeast NS Correctional Facility	3
41	Covid - 19	2021-04-23	2021-04-29	6	CAU	Northeast NS Correctional Facility	6
41	Covid - 19	2021-04-24	2021-04-26	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-25	2021-04-27	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-04-26	2021-04-27	1	CAU	Northeast NS Correctional Facility	1
41	Covid - 19	2021-05-02	2021-05-04	2	CAU	Northeast NS Correctional Facility	2
41	Covid - 19	2021-05-03	2021-05-05	2	UNK	Northeast NS Correctional Facility	2
41	Covid - 19	2021-05-03	2021-05-05	2	CAU	Northeast NS Correctional Facility	2
43	Covid - 19	2021-06-01	2021-06-10	9	CAU	Northeast NS Correctional Facility	9
43	Covid - 19	2021-06-02	2021-06-04	2	CAU	Northeast NS Correctional Facility	2
43	Covid - 19	2021-06-05	2021-06-08	3	CAU	Northeast NS Correctional Facility	3
43	Covid - 19	2021-06-06	2021-06-08	2	CAU	Northeast NS Correctional Facility	2
43	Covid - 19	2021-06-06	2021-06-07	1	BLA	Northeast NS Correctional Facility	1
43	Covid - 19	2021-06-08	2021-06-10	2	ANS	Northeast NS Correctional Facility	2
43	Covid - 19	2021-06-21	2021-06-22	1	CAU	Northeast NS Correctional Facility	1
43	Covid - 19	2021-06-22	2021-06-24	2	IND	Northeast NS Correctional Facility	2
43	Covid - 19	2021-06-23	2021-06-23	0	IND	Northeast NS Correctional Facility	0
43	Covid - 19	2021-06-27	2021-06-28	1	IND	Northeast NS Correctional Facility	1
43	Covid - 19	2021-07-01	2021-07-02	1	CAU	Northeast NS Correctional Facility	1
43	Covid - 19	2021-07-04	2021-07-04	0	UNK	Northeast NS Correctional Facility	0
43	Covid - 19	2021-07-04	2021-07-04	0	CAU	Northeast NS Correctional Facility	0
43	Covid - 19	2021-07-04	2021-07-04	0	IND	Northeast NS Correctional Facility	0
43	Covid - 19	2021-07-04	2021-07-04	0	IND	Northeast NS Correctional Facility	0
43	Covid - 19	2021-07-04	2021-07-04	0	IND	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-04	2021-07-04	0	IND	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-04	2021-07-04	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-04	2021-07-04	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-08	2021-07-08	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-09	2021-07-09	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-10	2021-07-13	3	CAU	Northeast NS Correctional Facility	3
44	Covid - 19	2021-07-17	2021-07-19	2	CAU	Northeast NS Correctional Facility	2
44	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	UNK	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
44	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	BLA	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
45	Covid - 19	2021-07-22	2021-08-05	14	CAU	Northeast NS Correctional Facility	14
45	Covid - 19	2021-07-25	2021-07-26	1	CAU	Northeast NS Correctional Facility	1
45	Covid - 19	2021-07-25	2021-07-27	2	CAU	Northeast NS Correctional Facility	2
45	Covid - 19	2021-07-26	2021-07-28	2	IND	Northeast NS Correctional Facility	2
45	Covid - 19	2021-07-28	2021-07-30	2	IND	Northeast NS Correctional Facility	2
45	Covid - 19	2021-07-28	2021-07-31	3	IND	Northeast NS Correctional Facility	3
45	Covid - 19	2021-07-29	2021-08-05	7	BLA	Northeast NS Correctional Facility	7
45	Covid - 19	2021-08-01	2021-08-05	4	CAU	Northeast NS Correctional Facility	4
45	Covid - 19	2021-08-01	2021-08-05	4	UNK	Northeast NS Correctional Facility	4
46	Covid - 19	2021-08-01	2021-08-03	2	CAU	Northeast NS Correctional Facility	2
46	Covid - 19	2021-08-04	2021-08-06	2	CAU	Northeast NS Correctional Facility	2
46	Covid - 19	2021-08-04	2021-08-10	6	Redacted	Northeast NS Correctional Facility	6
46	Covid - 19	2021-08-04	2021-08-09	5	CAU	Northeast NS Correctional Facility	5
46	Covid - 19	2021-08-05	2021-08-10	5	CAU	Northeast NS Correctional Facility	5
46	Covid - 19	2021-08-06	2021-08-08	2	CAU	Northeast NS Correctional Facility	2
46	Covid - 19	2021-08-07	2021-08-10	3	CAU	Northeast NS Correctional Facility	3
46	Covid - 19	2021-08-08	2021-08-09	1	CAU	Northeast NS Correctional Facility	1
46	Covid - 19	2021-08-09	2021-08-11	2	CAU	Northeast NS Correctional Facility	2
46	Covid - 19	2021-08-09	2021-08-10	1	CAU	Northeast NS Correctional Facility	1
46	Covid - 19	2021-08-09	2021-08-11	2	CAU	Northeast NS Correctional Facility	2
46	Covid - 19	2021-08-10	2021-08-14	4	CAU	Northeast NS Correctional Facility	4
46	Covid - 19	2021-08-10	2021-08-13	3	CAU	Northeast NS Correctional Facility	3
46	Covid - 19	2021-08-12	2021-08-13	1	CAU	Northeast NS Correctional Facility	1
46	Covid - 19	2021-08-12	2021-08-13	1	CAU	Northeast NS Correctional Facility	1
46	Covid - 19	2021-08-13	2021-08-14	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-15	2021-08-16	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-15	2021-08-16	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-15	2021-08-16	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-16	2021-08-17	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-16	2021-08-20	4	BLA	Northeast NS Correctional Facility	4
47	Covid - 19	2021-08-18	2021-08-21	3	CAU	Northeast NS Correctional Facility	3
47	Covid - 19	2021-08-18	2021-08-19	1	CAU	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-18	2021-08-20	2	ANS	Northeast NS Correctional Facility	2
47	Covid - 19	2021-08-20	2021-08-23	3	CAU	Northeast NS Correctional Facility	3
47	Covid - 19	2021-08-22	2021-08-24	2	CAU	Northeast NS Correctional Facility	2
47	Covid - 19	2021-08-23	2021-08-26	3	ANS	Northeast NS Correctional Facility	3
47	Covid - 19	2021-08-24	2021-08-26	2	CAU	Northeast NS Correctional Facility	2
47	Covid - 19	2021-08-25	2021-08-26	1	UNK	Northeast NS Correctional Facility	1
47	Covid - 19	2021-08-26	2021-08-30	4	CAU	Northeast NS Correctional Facility	4
47	Covid - 19	2021-08-27	2021-08-30	3	CAU	Northeast NS Correctional Facility	3
47	Covid - 19	2021-08-27	2021-08-30	3	CAU	Northeast NS Correctional Facility	3
48	Covid - 19	2021-08-28	2021-08-30	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-01	2021-09-03	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-01	2021-09-03	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-04	2021-09-08	4	CAU	Northeast NS Correctional Facility	4
48	Covid - 19	2021-09-04	2021-09-05	1	CAU	Northeast NS Correctional Facility	1
48	Covid - 19	2021-09-05	2021-09-08	3	CAU	Northeast NS Correctional Facility	3
48	Covid - 19	2021-09-06	2021-09-08	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-06	2021-09-08	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-07	2021-09-08	1	IND	Northeast NS Correctional Facility	1
48	Covid - 19	2021-09-07	2021-09-08	1	IND	Northeast NS Correctional Facility	1
48	Covid - 19	2021-09-09	2021-09-13	4	CAU	Northeast NS Correctional Facility	4
48	Covid - 19	2021-09-09	2021-09-11	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-11	2021-09-13	2	CAU	Northeast NS Correctional Facility	2
48	Covid - 19	2021-09-12	2021-09-13	1	CAU	Northeast NS Correctional Facility	1
48	Covid - 19	2021-09-13	2021-09-17	4	CAU	Northeast NS Correctional Facility	4
48	Covid - 19	2021-09-13	2021-09-15	2	CAU	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-13	2021-09-15	2	IND	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-13	2021-09-15	2	IND	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-14	2021-09-15	1	CAU	Northeast NS Correctional Facility	1
49	Covid - 19	2021-09-14	2021-09-17	3	CAU	Northeast NS Correctional Facility	3
49	Covid - 19	2021-09-14	2021-09-15	1	OTH	Northeast NS Correctional Facility	1
49	Covid - 19	2021-09-14	2021-09-17	3	CAU	Northeast NS Correctional Facility	3
49	Covid - 19	2021-09-15	2021-09-16	1	CAU	Northeast NS Correctional Facility	1
49	Covid - 19	2021-09-15	2021-09-17	2	CAU	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-16	2021-09-17	1	CAU	Northeast NS Correctional Facility	1
49	Covid - 19	2021-09-17	2021-09-21	4	CAU	Northeast NS Correctional Facility	4
49	Covid - 19	2021-09-17	2021-09-20	3	CAU	Northeast NS Correctional Facility	3
49	Covid - 19	2021-09-18	2021-09-20	2	CAU	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-20	2021-09-21	1	CAU	Northeast NS Correctional Facility	1
49	Covid - 19	2021-09-20	2021-09-22	2	CAU	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-22	2021-09-24	2	UNK	Northeast NS Correctional Facility	2
49	Covid - 19	2021-09-22	2021-09-23	1	CAU	Northeast NS Correctional Facility	1
50	Covid - 19	2021-09-22	2021-09-24	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-09-22	2021-09-22	0	CAU	Northeast NS Correctional Facility	0
50	Covid - 19	2021-09-24	2021-09-27	3	BLA	Northeast NS Correctional Facility	3
50	Covid - 19	2021-09-25	2021-09-26	1	CAU	Northeast NS Correctional Facility	1
50	Covid - 19	2021-09-26	2021-09-28	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-09-27	2021-09-29	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-09-27	2021-09-29	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-09-28	2021-09-29	1	CAU	Northeast NS Correctional Facility	1
50	Covid - 19	2021-09-29	2021-10-01	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-09-29	2021-09-29	0	CAU	Northeast NS Correctional Facility	0
50	Covid - 19	2021-10-02	2021-10-03	1	CAU	Northeast NS Correctional Facility	1
50	Covid - 19	2021-10-04	2021-10-06	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-10-05	2021-10-07	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-10-05	2021-10-07	2	CAU	Northeast NS Correctional Facility	2
50	Covid - 19	2021-10-07	2021-10-08	1	IND	Northeast NS Correctional Facility	1
50	Covid - 19	2021-10-08	2021-10-10	2	CAU	Northeast NS Correctional Facility	2
51	Covid - 19	2021-10-09	2021-10-10	1	CAU	Northeast NS Correctional Facility	1
51	Covid - 19	2021-10-11	2021-10-14	3	CAU	Northeast NS Correctional Facility	3
51	Covid - 19	2021-10-11	2021-10-12	1	CAU	Northeast NS Correctional Facility	1
51	Covid - 19	2021-10-11	2021-10-13	2	CAU	Northeast NS Correctional Facility	2
51	Covid - 19	2021-10-12	2021-10-12	0	CAU	Northeast NS Correctional Facility	0
51	Covid - 19	2021-10-15	2021-10-18	3	CAU	Northeast NS Correctional Facility	3
51	Covid - 19	2021-10-15	2021-10-17	2	CAU	Northeast NS Correctional Facility	2
51	Covid - 19	2021-10-15	2021-10-19	4	IND	Northeast NS Correctional Facility	4
51	Covid - 19	2021-10-15	2021-10-16	1	CAU	Northeast NS Correctional Facility	1
51	Covid - 19	2021-10-16	2021-10-18	2	BLA	Northeast NS Correctional Facility	2
51	Covid - 19	2021-10-16	2021-10-17	1	CAU	Northeast NS Correctional Facility	1
51	Covid - 19	2021-10-17	2021-10-17	0	IND	Northeast NS Correctional Facility	0
51	Covid - 19	2021-10-18	2021-10-20	2	CAU	Northeast NS Correctional Facility	2
51	Covid - 19	2021-10-19	2021-10-19	0	IND	Northeast NS Correctional Facility	0
51	Covid - 19	2021-10-21	2021-10-22	1	CAU	Northeast NS Correctional Facility	1
51	Covid - 19	2021-10-21	2021-10-22	1	CAU	Northeast NS Correctional Facility	1
52	Covid - 19	2021-10-22	2021-10-25	3	CAU	Northeast NS Correctional Facility	3
52	Covid - 19	2021-10-22	2021-10-23	1	CAU	Northeast NS Correctional Facility	1
52	Covid - 19	2021-10-23	2021-10-24	1	CAU	Northeast NS Correctional Facility	1
52	Covid - 19	2021-10-23	2021-10-25	2	CAU	Northeast NS Correctional Facility	2
52	Covid - 19	2021-10-25	2021-10-27	2	CAU	Northeast NS Correctional Facility	2
52	Covid - 19	2021-10-25	2021-10-27	2	CAU	Northeast NS Correctional Facility	2
52	Covid - 19	2021-10-25	2021-10-27	2	CAU	Northeast NS Correctional Facility	2
52	Covid - 19	2021-10-26	2021-10-26	0	CAU	Northeast NS Correctional Facility	0
52	Covid - 19	2021-10-27	2021-10-28	1	CAU	Northeast NS Correctional Facility	1
52	Covid - 19	2021-10-27	2021-10-27	0	CAU	Northeast NS Correctional Facility	0
52	Covid - 19	2021-10-27	2021-10-29	2	UNK	Northeast NS Correctional Facility	2
52	Covid - 19	2021-10-28	2021-11-02	5	CAU	Northeast NS Correctional Facility	5
52	Covid - 19	2021-10-28	2021-10-28	0	CAU	Northeast NS Correctional Facility	0
52	Covid - 19	2021-10-28	2021-11-10	13	CAU	Northeast NS Correctional Facility	13
52	Covid - 19	2021-10-30	2021-10-31	1	CAU	Northeast NS Correctional Facility	1
52	Covid - 19	2021-11-01	2021-11-03	2	BLA	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-01	2021-11-03	2	CAU	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-01	2021-11-01	0	CAU	Northeast NS Correctional Facility	0
53	Covid - 19	2021-11-02	2021-11-03	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-02	2021-11-03	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-03	2021-11-05	2	CAU	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-04	2021-11-05	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-04	2021-11-05	1	ANS	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-05	2021-11-08	3	CAU	Northeast NS Correctional Facility	3
53	Covid - 19	2021-11-05	2021-11-06	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-05	2021-11-06	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-06	2021-11-08	2	CAU	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-06	2021-11-08	2	IND	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-06	2021-11-08	2	CAU	Northeast NS Correctional Facility	2
53	Covid - 19	2021-11-06	2021-11-07	1	CAU	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-07	2021-11-08	1	IND	Northeast NS Correctional Facility	1
53	Covid - 19	2021-11-08	2021-11-10	2	CAU	Northeast NS Correctional Facility	2
54	Covid - 19	2021-11-09	2021-11-12	3	BLA	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-09	2021-11-10	1	BLA	Northeast NS Correctional Facility	1
54	Covid - 19	2021-11-10	2021-11-15	5	CAU	Northeast NS Correctional Facility	5
54	Covid - 19	2021-11-12	2021-11-15	3	CAU	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-13	2021-11-14	1	CAU	Northeast NS Correctional Facility	1
54	Covid - 19	2021-11-15	2021-11-17	2	CAU	Northeast NS Correctional Facility	2
54	Covid - 19	2021-11-16	2021-11-19	3	CAU	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-18	2021-11-21	3	ANS	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-18	2021-11-21	3	CAU	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-19	2021-11-19	0	IND	Northeast NS Correctional Facility	0
54	Covid - 19	2021-11-19	2021-11-22	3	IND	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-19	2021-11-22	3	CAU	Northeast NS Correctional Facility	3
54	Covid - 19	2021-11-20	2021-11-26	6	IND	Northeast NS Correctional Facility	6
54	Covid - 19	2021-11-20	2021-11-21	1	CAU	Northeast NS Correctional Facility	1
54	Covid - 19	2021-11-21	2021-11-22	1	IND	Northeast NS Correctional Facility	1
54	Covid - 19	2021-11-24	2021-11-26	2	IND	Northeast NS Correctional Facility	2
55	Covid - 19	2021-11-24	2021-11-26	2	CAU	Northeast NS Correctional Facility	2
55	Covid - 19	2021-11-24	2021-11-25	1	CAU	Northeast NS Correctional Facility	1
55	Covid - 19	2021-11-25	2021-11-26	1	CAU	Northeast NS Correctional Facility	1
55	Covid - 19	2021-11-26	2021-11-29	3	CAU	Northeast NS Correctional Facility	3
55	Covid - 19	2021-11-26	2021-11-28	2	CAU	Northeast NS Correctional Facility	2
55	Covid - 19	2021-11-26	2021-11-29	3	CAU	Northeast NS Correctional Facility	3
55	Covid - 19	2021-11-27	2021-11-27	0	CAU	Northeast NS Correctional Facility	0
55	Covid - 19	2021-11-28	2021-11-29	1	CAU	Northeast NS Correctional Facility	1
55	Covid - 19	2021-11-28	2021-11-29	1	IND	Northeast NS Correctional Facility	1
55	Covid - 19	2021-11-29	2021-12-01	2	CAU	Northeast NS Correctional Facility	2
55	Covid - 19	2021-11-29	2021-12-01	2	CAU	Northeast NS Correctional Facility	2
