Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility	Duration_calc
0	Alleged or Breached Rule	2020-12-31	2021-01-04	4	CAU	Northeast NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-03	2021-01-07	4	CAU	Northeast NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-05	2021-01-07	2	CAU	Northeast NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-05	2021-01-07	2	CAU	Northeast NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-07	2021-01-10	3	CAU	Northeast NS Correctional Facility	3
0	Alleged or Breached Rule	2021-01-08	2021-01-13	5	OTH	Northeast NS Correctional Facility	5
0	Alleged or Breached Rule	2021-01-14	2021-01-14	0	CAU	Northeast NS Correctional Facility	0
0	Alleged or Breached Rule	2021-01-14	2021-01-15	1	CAU	Northeast NS Correctional Facility	1
0	Alleged or Breached Rule	2021-01-23	2021-01-25	2	CAU	Northeast NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-26	2021-01-30	4	OTH	Northeast NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-26	2021-01-27	1	BLA	Northeast NS Correctional Facility	1
0	Alleged or Breached Rule	2021-01-30	2021-02-02	3	CAU	Northeast NS Correctional Facility	3
0	Alleged or Breached Rule	2021-02-01	2021-02-02	1	CAU	Northeast NS Correctional Facility	1
0	Alleged or Breached Rule	2021-02-06	2021-02-10	4	OTH	Northeast NS Correctional Facility	4
0	Alleged or Breached Rule	2021-02-07	2021-02-09	2	CAU	Northeast NS Correctional Facility	2
0	Alleged or Breached Rule	2021-02-10	2021-02-13	3	CAU	Northeast NS Correctional Facility	3
1	Alleged or Breached Rule	2021-02-10	2021-02-11	1	CAU	Northeast NS Correctional Facility	1
1	Alleged or Breached Rule	2021-02-12	2021-02-16	4	CAU	Northeast NS Correctional Facility	4
1	Alleged or Breached Rule	2021-02-18	2021-02-22	4	CAU	Northeast NS Correctional Facility	4
1	Alleged or Breached Rule	2021-02-21	2021-02-23	2	CAU	Northeast NS Correctional Facility	2
1	Alleged or Breached Rule	2021-02-21	2021-02-26	5	CAU	Northeast NS Correctional Facility	5
1	Alleged or Breached Rule	2021-03-04	2021-03-08	4	CAU	Northeast NS Correctional Facility	4
1	Alleged or Breached Rule	2021-03-06	2021-03-09	3	CAU	Northeast NS Correctional Facility	3
1	Alleged or Breached Rule	2021-03-10	2021-03-13	3	CAU	Northeast NS Correctional Facility	3
1	Alleged or Breached Rule	2021-03-11	2021-03-14	3	IND	Northeast NS Correctional Facility	3
1	Alleged or Breached Rule	2021-03-12	2021-03-14	2	CAU	Northeast NS Correctional Facility	2
1	Alleged or Breached Rule	2021-03-14	2021-03-15	1	CAU	Northeast NS Correctional Facility	1
1	Alleged or Breached Rule	2021-03-16	2021-03-18	2	IND	Northeast NS Correctional Facility	2
1	Alleged or Breached Rule	2021-03-17	2021-03-20	3	CAU	Northeast NS Correctional Facility	3
1	Alleged or Breached Rule	2021-03-18	2021-03-23	5	CAU	Northeast NS Correctional Facility	5
1	Alleged or Breached Rule	2021-03-18	2021-03-19	1	IND	Northeast NS Correctional Facility	1
1	Alleged or Breached Rule	2021-03-22	2021-03-25	3	IND	Northeast NS Correctional Facility	3
2	Alleged or Breached Rule	2021-03-23	2021-03-28	5	CAU	Northeast NS Correctional Facility	5
2	Alleged or Breached Rule	2021-03-25	2021-03-30	5	CAU	Northeast NS Correctional Facility	5
2	Alleged or Breached Rule	2021-03-25	2021-03-26	1	UNK	Northeast NS Correctional Facility	1
2	Alleged or Breached Rule	2021-03-30	2021-03-31	1	CAU	Northeast NS Correctional Facility	1
2	Alleged or Breached Rule	2021-04-07	2021-04-07	0	CAU	Northeast NS Correctional Facility	0
2	Alleged or Breached Rule	2021-04-07	2021-04-12	5	CAU	Northeast NS Correctional Facility	5
2	Alleged or Breached Rule	2021-04-07	2021-04-07	0	CAU	Northeast NS Correctional Facility	0
2	Alleged or Breached Rule	2021-04-07	2021-04-08	1	CAU	Northeast NS Correctional Facility	1
2	Alleged or Breached Rule	2021-04-08	2021-04-11	3	CAU	Northeast NS Correctional Facility	3
2	Alleged or Breached Rule	2021-04-08	2021-04-12	4	CAU	Northeast NS Correctional Facility	4
2	Alleged or Breached Rule	2021-04-09	2021-04-10	1	CAU	Northeast NS Correctional Facility	1
2	Alleged or Breached Rule	2021-04-10	2021-04-14	4	CAU	Northeast NS Correctional Facility	4
2	Alleged or Breached Rule	2021-04-11	2021-04-18	7	CAU	Northeast NS Correctional Facility	7
2	Alleged or Breached Rule	2021-04-13	2021-04-16	3	CAU	Northeast NS Correctional Facility	3
2	Alleged or Breached Rule	2021-04-13	2021-04-16	3	UNK	Northeast NS Correctional Facility	3
2	Alleged or Breached Rule	2021-04-13	2021-04-13	0	CAU	Northeast NS Correctional Facility	0
3	Alleged or Breached Rule	2021-04-14	2021-04-17	3	BLA	Northeast NS Correctional Facility	3
3	Alleged or Breached Rule	2021-04-14	2021-04-19	5	CAU	Northeast NS Correctional Facility	5
3	Alleged or Breached Rule	2021-04-15	2021-04-20	5	CAU	Northeast NS Correctional Facility	5
3	Alleged or Breached Rule	2021-04-15	2021-04-16	1	ANS	Northeast NS Correctional Facility	1
3	Alleged or Breached Rule	2021-04-20	2021-04-21	1	CAU	Northeast NS Correctional Facility	1
3	Alleged or Breached Rule	2021-04-21	2021-04-23	2	BLA	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-04-24	2021-04-27	3	CAU	Northeast NS Correctional Facility	3
3	Alleged or Breached Rule	2021-04-26	2021-04-28	2	BLA	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-04-26	2021-04-28	2	IND	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-04-26	2021-04-28	2	CAU	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-04-26	2021-04-28	2	CAU	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-04-28	2021-05-01	3	CAU	Northeast NS Correctional Facility	3
3	Alleged or Breached Rule	2021-04-28	2021-05-01	3	BLA	Northeast NS Correctional Facility	3
3	Alleged or Breached Rule	2021-04-28	2021-04-30	2	ANS	Northeast NS Correctional Facility	2
3	Alleged or Breached Rule	2021-05-06	2021-05-10	4	CAU	Northeast NS Correctional Facility	4
3	Alleged or Breached Rule	2021-05-07	2021-05-11	4	BLA	Northeast NS Correctional Facility	4
4	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Northeast NS Correctional Facility	0
4	Alleged or Breached Rule	2021-05-14	2021-05-15	1	CAU	Northeast NS Correctional Facility	1
4	Alleged or Breached Rule	2021-05-14	2021-05-15	1	CAU	Northeast NS Correctional Facility	1
4	Alleged or Breached Rule	2021-05-16	2021-05-18	2	CAU	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-05-18	2021-05-18	0	CAU	Northeast NS Correctional Facility	0
4	Alleged or Breached Rule	2021-05-19	2021-05-22	3	IND	Northeast NS Correctional Facility	3
4	Alleged or Breached Rule	2021-05-20	2021-05-21	1	CAU	Northeast NS Correctional Facility	1
4	Alleged or Breached Rule	2021-05-22	2021-05-25	3	IND	Northeast NS Correctional Facility	3
4	Alleged or Breached Rule	2021-05-22	2021-05-24	2	UNK	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-05-24	2021-05-25	1	CAU	Northeast NS Correctional Facility	1
4	Alleged or Breached Rule	2021-05-25	2021-05-28	3	BLA	Northeast NS Correctional Facility	3
4	Alleged or Breached Rule	2021-06-03	2021-06-05	2	CAU	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-06-03	2021-06-05	2	IND	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-06-03	2021-06-05	2	CAU	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-06-05	2021-06-07	2	BLA	Northeast NS Correctional Facility	2
4	Alleged or Breached Rule	2021-06-06	2021-06-08	2	IND	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-07	2021-06-09	2	IND	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-09	2021-06-11	2	IND	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-11	2021-06-15	4	IND	Northeast NS Correctional Facility	4
5	Alleged or Breached Rule	2021-06-12	2021-06-14	2	CAU	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-18	2021-06-20	2	IND	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-19	2021-06-21	2	CAU	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-06-20	2021-06-21	1	CAU	Northeast NS Correctional Facility	1
5	Alleged or Breached Rule	2021-07-04	2021-07-04	0	CAU	Northeast NS Correctional Facility	0
5	Alleged or Breached Rule	2021-07-05	2021-07-07	2	CAU	Northeast NS Correctional Facility	2
5	Alleged or Breached Rule	2021-07-09	2021-07-12	3	CAU	Northeast NS Correctional Facility	3
5	Alleged or Breached Rule	2021-07-15	2021-07-28	13	CAU	Northeast NS Correctional Facility	13
5	Alleged or Breached Rule	2021-07-16	2021-07-19	3	IND	Northeast NS Correctional Facility	3
5	Alleged or Breached Rule	2021-07-16	2021-07-21	5	CAU	Northeast NS Correctional Facility	5
5	Alleged or Breached Rule	2021-07-16	2021-07-19	3	IND	Northeast NS Correctional Facility	3
5	Alleged or Breached Rule	2021-07-17	2021-07-17	0	CAU	Northeast NS Correctional Facility	0
5	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	UNK	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-23	5	CAU	Northeast NS Correctional Facility	5
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	ANS	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-20	2	IND	Northeast NS Correctional Facility	2
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	BLA	Northeast NS Correctional Facility	0
6	Alleged or Breached Rule	2021-07-18	2021-07-20	2	CAU	Northeast NS Correctional Facility	2
6	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
7	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
7	Alleged or Breached Rule	2021-07-18	2021-07-18	0	IND	Northeast NS Correctional Facility	0
7	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
7	Alleged or Breached Rule	2021-07-18	2021-07-18	0	CAU	Northeast NS Correctional Facility	0
7	Alleged or Breached Rule	2021-07-20	2021-07-21	1	IND	Northeast NS Correctional Facility	1
7	Alleged or Breached Rule	2021-07-21	2021-07-22	1	UNK	Northeast NS Correctional Facility	1
7	Alleged or Breached Rule	2021-07-22	2021-07-23	1	IND	Northeast NS Correctional Facility	1
7	Alleged or Breached Rule	2021-07-26	2021-07-29	3	IND	Northeast NS Correctional Facility	3
7	Alleged or Breached Rule	2021-07-27	2021-07-28	1	CAU	Northeast NS Correctional Facility	1
7	Alleged or Breached Rule	2021-07-29	2021-07-30	1	CAU	Northeast NS Correctional Facility	1
7	Alleged or Breached Rule	2021-08-01	2021-08-05	4	CAU	Northeast NS Correctional Facility	4
7	Alleged or Breached Rule	2021-08-03	2021-08-05	2	CAU	Northeast NS Correctional Facility	2
7	Alleged or Breached Rule	2021-08-03	2021-08-06	3	IND	Northeast NS Correctional Facility	3
7	Alleged or Breached Rule	2021-08-03	2021-08-07	4	IND	Northeast NS Correctional Facility	4
7	Alleged or Breached Rule	2021-08-03	2021-08-05	2	CAU	Northeast NS Correctional Facility	2
7	Alleged or Breached Rule	2021-08-05	2021-08-07	2	CAU	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-06	2021-08-08	2	CAU	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-06	2021-08-09	3	CAU	Northeast NS Correctional Facility	3
8	Alleged or Breached Rule	2021-08-06	2021-08-06	0	CAU	Northeast NS Correctional Facility	0
8	Alleged or Breached Rule	2021-08-07	2021-08-09	2	IND	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-12	2021-08-14	2	CAU	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-13	2021-08-18	5	IND	Northeast NS Correctional Facility	5
8	Alleged or Breached Rule	2021-08-15	2021-08-17	2	BLA	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-15	2021-08-17	2	ANS	Northeast NS Correctional Facility	2
8	Alleged or Breached Rule	2021-08-18	2021-08-19	1	BLA	Northeast NS Correctional Facility	1
8	Alleged or Breached Rule	2021-08-18	2021-08-19	1	CAU	Northeast NS Correctional Facility	1
8	Alleged or Breached Rule	2021-08-18	2021-08-21	3	CAU	Northeast NS Correctional Facility	3
8	Alleged or Breached Rule	2021-08-19	2021-08-20	1	CAU	Northeast NS Correctional Facility	1
8	Alleged or Breached Rule	2021-08-19	2021-08-22	3	CAU	Northeast NS Correctional Facility	3
8	Alleged or Breached Rule	2021-08-20	2021-08-29	9	IND	Northeast NS Correctional Facility	9
8	Alleged or Breached Rule	2021-08-21	2021-08-22	1	CAU	Northeast NS Correctional Facility	1
8	Alleged or Breached Rule	2021-08-22	2021-08-24	2	CAU	Northeast NS Correctional Facility	2
9	Alleged or Breached Rule	2021-08-22	2021-08-24	2	CAU	Northeast NS Correctional Facility	2
9	Alleged or Breached Rule	2021-08-22	2021-08-24	2	CAU	Northeast NS Correctional Facility	2
9	Alleged or Breached Rule	2021-08-23	2021-08-24	1	CAU	Northeast NS Correctional Facility	1
9	Alleged or Breached Rule	2021-08-24	2021-09-01	8	CAU	Northeast NS Correctional Facility	8
9	Alleged or Breached Rule	2021-08-24	2021-08-29	5	CAU	Northeast NS Correctional Facility	5
9	Alleged or Breached Rule	2021-08-25	2021-08-25	0	CAU	Northeast NS Correctional Facility	0
9	Alleged or Breached Rule	2021-08-29	2021-08-31	2	IND	Northeast NS Correctional Facility	2
9	Alleged or Breached Rule	2021-08-30	2021-09-03	4	CAU	Northeast NS Correctional Facility	4
9	Alleged or Breached Rule	2021-08-30	2021-08-31	1	BLA	Northeast NS Correctional Facility	1
9	Alleged or Breached Rule	2021-08-30	2021-08-31	1	IND	Northeast NS Correctional Facility	1
9	Alleged or Breached Rule	2021-09-01	2021-09-03	2	IND	Northeast NS Correctional Facility	2
9	Alleged or Breached Rule	2021-09-02	2021-09-05	3	IND	Northeast NS Correctional Facility	3
9	Alleged or Breached Rule	2021-09-02	2021-09-16	14	CAU	Northeast NS Correctional Facility	14
9	Alleged or Breached Rule	2021-09-02	2021-09-03	1	CAU	Northeast NS Correctional Facility	1
9	Alleged or Breached Rule	2021-09-03	2021-09-03	0	IND	Northeast NS Correctional Facility	0
9	Alleged or Breached Rule	2021-09-06	2021-09-07	1	IND	Northeast NS Correctional Facility	1
10	Alleged or Breached Rule	2021-09-10	2021-09-13	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-10	2021-09-13	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-10	2021-09-15	5	IND	Northeast NS Correctional Facility	5
10	Alleged or Breached Rule	2021-09-10	2021-09-13	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-11	2021-09-13	2	CAU	Northeast NS Correctional Facility	2
10	Alleged or Breached Rule	2021-09-13	2021-09-17	4	CAU	Northeast NS Correctional Facility	4
10	Alleged or Breached Rule	2021-09-20	2021-09-21	1	CAU	Northeast NS Correctional Facility	1
10	Alleged or Breached Rule	2021-09-22	2021-09-23	1	IND	Northeast NS Correctional Facility	1
10	Alleged or Breached Rule	2021-09-22	2021-09-24	2	CAU	Northeast NS Correctional Facility	2
10	Alleged or Breached Rule	2021-09-24	2021-09-28	4	IND	Northeast NS Correctional Facility	4
10	Alleged or Breached Rule	2021-09-24	2021-09-27	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-25	2021-09-28	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-26	2021-09-29	3	CAU	Northeast NS Correctional Facility	3
10	Alleged or Breached Rule	2021-09-26	2021-10-01	5	CAU	Northeast NS Correctional Facility	5
10	Alleged or Breached Rule	2021-09-27	2021-10-15	18	CAU	Northeast NS Correctional Facility	18
10	Alleged or Breached Rule	2021-09-27	2021-09-28	1	CAU	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-09-28	2021-10-04	6	IND	Northeast NS Correctional Facility	6
11	Alleged or Breached Rule	2021-09-30	2021-10-01	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-09-30	2021-10-04	4	CAU	Northeast NS Correctional Facility	4
11	Alleged or Breached Rule	2021-09-30	2021-10-01	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-09-30	2021-10-01	1	CAU	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-09-30	2021-10-01	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-10-05	2021-10-05	0	IND	Northeast NS Correctional Facility	0
11	Alleged or Breached Rule	2021-10-06	2021-10-07	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-10-09	2021-10-10	1	CAU	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-10-09	2021-10-11	2	CAU	Northeast NS Correctional Facility	2
11	Alleged or Breached Rule	2021-10-09	2021-10-21	12	BLA	Northeast NS Correctional Facility	12
11	Alleged or Breached Rule	2021-10-11	2021-10-12	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-10-11	2021-10-12	1	IND	Northeast NS Correctional Facility	1
11	Alleged or Breached Rule	2021-10-20	2021-10-25	5	CAU	Northeast NS Correctional Facility	5
11	Alleged or Breached Rule	2021-10-20	2021-10-24	4	CAU	Northeast NS Correctional Facility	4
11	Alleged or Breached Rule	2021-10-20	2021-10-28	8	CAU	Northeast NS Correctional Facility	8
12	Alleged or Breached Rule	2021-10-22	2021-10-24	2	CAU	Northeast NS Correctional Facility	2
12	Alleged or Breached Rule	2021-10-23	2021-10-24	1	IND	Northeast NS Correctional Facility	1
12	Alleged or Breached Rule	2021-10-24	2021-10-26	2	IND	Northeast NS Correctional Facility	2
12	Alleged or Breached Rule	2021-10-30	2021-11-01	2	CAU	Northeast NS Correctional Facility	2
12	Alleged or Breached Rule	2021-10-30	2021-11-18	19	CAU	Northeast NS Correctional Facility	19
12	Alleged or Breached Rule	2021-10-30	2021-11-03	4	CAU	Northeast NS Correctional Facility	4
12	Alleged or Breached Rule	2021-11-01	2021-11-02	1	CAU	Northeast NS Correctional Facility	1
12	Alleged or Breached Rule	2021-11-01	2021-11-02	1	CAU	Northeast NS Correctional Facility	1
12	Alleged or Breached Rule	2021-11-01	2021-11-07	6	IND	Northeast NS Correctional Facility	6
12	Alleged or Breached Rule	2021-11-01	2021-11-02	1	BLA	Northeast NS Correctional Facility	1
12	Alleged or Breached Rule	2021-11-02	2021-11-03	1	CAU	Northeast NS Correctional Facility	1
12	Alleged or Breached Rule	2021-11-02	2021-11-07	5	IND	Northeast NS Correctional Facility	5
12	Alleged or Breached Rule	2021-11-02	2021-11-14	12	CAU	Northeast NS Correctional Facility	12
12	Alleged or Breached Rule	2021-11-03	2021-11-05	2	CAU	Northeast NS Correctional Facility	2
12	Alleged or Breached Rule	2021-11-03	2021-11-05	2	CAU	Northeast NS Correctional Facility	2
12	Alleged or Breached Rule	2021-11-09	2021-11-18	9	CAU	Northeast NS Correctional Facility	9
13	Alleged or Breached Rule	2021-11-11	2021-11-16	5	CAU	Northeast NS Correctional Facility	5
13	Alleged or Breached Rule	2021-11-12	2021-11-16	4	CAU	Northeast NS Correctional Facility	4
13	Alleged or Breached Rule	2021-11-15	2021-11-16	1	CAU	Northeast NS Correctional Facility	1
13	Alleged or Breached Rule	2021-11-16	2021-11-19	3	BLA	Northeast NS Correctional Facility	3
13	Alleged or Breached Rule	2021-11-16	2021-11-24	8	CAU	Northeast NS Correctional Facility	8
13	Alleged or Breached Rule	2021-11-19	2021-11-30	11	CAU	Northeast NS Correctional Facility	11
13	Alleged or Breached Rule	2021-11-20	2021-11-21	1	IND	Northeast NS Correctional Facility	1
13	Alleged or Breached Rule	2021-11-22	2021-11-23	1	IND	Northeast NS Correctional Facility	1
13	Alleged or Breached Rule	2021-11-25	2021-11-30	5	CAU	Northeast NS Correctional Facility	5
13	Alleged or Breached Rule	2021-11-27	2021-12-01	4	CAU	Northeast NS Correctional Facility	4
13	Alleged or Breached Rule	2021-11-27	2021-11-29	2	CAU	Northeast NS Correctional Facility	2
13	Alleged or Breached Rule	2021-11-29	2021-11-30	1	CAU	Northeast NS Correctional Facility	1
13	Alleged or Breached Rule	2021-11-30	2021-12-01	1	CAU	Northeast NS Correctional Facility	1
13	Alleged or Breached Rule	2021-12-01	2021-12-03	2	CAU	Northeast NS Correctional Facility	2
13	Alleged or Breached Rule	2021-12-01	2021-12-06	5	CAU	Northeast NS Correctional Facility	5
13	Alleged or Breached Rule	2021-12-03	2021-12-09	6	IND	Northeast NS Correctional Facility	6
14	Alleged or Breached Rule	2021-12-03	2021-12-08	5	CAU	Northeast NS Correctional Facility	5
14	Alleged or Breached Rule	2021-12-04	2021-12-08	4	CAU	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	IND	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	CAU	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	CAU	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	CAU	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	IND	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-05	2021-12-09	4	IND	Northeast NS Correctional Facility	4
14	Alleged or Breached Rule	2021-12-11	2021-12-14	3	CAU	Northeast NS Correctional Facility	3
14	Alleged or Breached Rule	2021-12-13	2021-12-13	0	CAU	Northeast NS Correctional Facility	0
14	Alleged or Breached Rule	2021-12-14	2021-12-15	1	CAU	Northeast NS Correctional Facility	1
14	Alleged or Breached Rule	2021-12-14	2021-12-15	1	CAU	Northeast NS Correctional Facility	1
14	Alleged or Breached Rule	2021-12-14	2021-12-15	1	CAU	Northeast NS Correctional Facility	1
14	Alleged or Breached Rule	2021-12-15	2021-12-15	0	CAU	Northeast NS Correctional Facility	0
14	Alleged or Breached Rule	2021-12-15	2021-12-18	3	CAU	Northeast NS Correctional Facility	3
14	Alleged or Breached Rule	2021-12-16	2021-12-16	0	CAU	Northeast NS Correctional Facility	0
15	Alleged or Breached Rule	2021-12-16	2021-12-17	1	IND	Northeast NS Correctional Facility	1
15	Alleged or Breached Rule	2021-12-18	2021-12-21	3	CAU	Northeast NS Correctional Facility	3
15	Alleged or Breached Rule	2021-12-20	2021-12-20	0	CAU	Northeast NS Correctional Facility	0
15	Alleged or Breached Rule	2021-12-23	2021-12-26	3	CAU	Northeast NS Correctional Facility	3
15	Alleged or Breached Rule	2021-12-28	2021-12-30	2	CAU	Northeast NS Correctional Facility	2
15	Alleged or Breached Rule	2021-12-29	2021-12-30	1	CAU	Northeast NS Correctional Facility	1
15	Alleged or Breached Rule	2021-12-29	2022-01-02	4	IND	Northeast NS Correctional Facility	4
15	Alleged or Breached Rule	2021-12-31	2022-01-01	1	CAU	Northeast NS Correctional Facility	1
15	Alleged or Breached Rule	2022-01-01	2022-01-08	7	CAU	Northeast NS Correctional Facility	7
15	Alleged or Breached Rule	2022-01-02	2022-01-06	4	CAU	Northeast NS Correctional Facility	4
15	Alleged or Breached Rule	2022-01-02	2022-01-12	10	CAU	Northeast NS Correctional Facility	10
15	Alleged or Breached Rule	2022-01-03	2022-01-03	0	CAU	Northeast NS Correctional Facility	0
15	Alleged or Breached Rule	2022-01-05	2022-01-10	5	IND	Northeast NS Correctional Facility	5
15	Alleged or Breached Rule	2022-01-05	2022-01-06	1	CAU	Northeast NS Correctional Facility	1
15	Alleged or Breached Rule	2022-01-05	2022-01-09	4	IND	Northeast NS Correctional Facility	4
15	Alleged or Breached Rule	2022-01-05	2022-01-10	5	IND	Northeast NS Correctional Facility	5
16	Alleged or Breached Rule	2022-01-06	2022-01-07	1	CAU	Northeast NS Correctional Facility	1
16	Alleged or Breached Rule	2022-01-07	2022-01-25	18	CAU	Northeast NS Correctional Facility	18
16	Alleged or Breached Rule	2022-01-09	2022-01-10	1	CAU	Northeast NS Correctional Facility	1
16	Alleged or Breached Rule	2022-01-18	2022-01-21	3	CAU	Northeast NS Correctional Facility	3
16	Alleged or Breached Rule	2022-01-22	2022-01-25	3	CAU	Northeast NS Correctional Facility	3
16	Alleged or Breached Rule	2022-02-03	2022-02-06	3	CAU	Northeast NS Correctional Facility	3
16	Alleged or Breached Rule	2022-02-07	2022-02-10	3	CAU	Northeast NS Correctional Facility	3
16	Alleged or Breached Rule	2022-02-12	2022-02-13	1	CAU	Northeast NS Correctional Facility	1
16	Alleged or Breached Rule	2022-02-17	2022-02-19	2	CAU	Northeast NS Correctional Facility	2
16	Alleged or Breached Rule	2022-02-18	2022-02-23	5	IND	Northeast NS Correctional Facility	5
16	Alleged or Breached Rule	2022-02-19	2022-03-03	12	CAU	Northeast NS Correctional Facility	12
16	Alleged or Breached Rule	2022-02-20	2022-02-28	8	IND	Northeast NS Correctional Facility	8
16	Alleged or Breached Rule	2022-02-22	2022-03-03	9	IND	Northeast NS Correctional Facility	9
16	Alleged or Breached Rule	2022-02-22	2022-02-28	6	IND	Northeast NS Correctional Facility	6
16	Alleged or Breached Rule	2022-02-22	2022-02-24	2	CAU	Northeast NS Correctional Facility	2
16	Alleged or Breached Rule	2022-03-03	2022-03-09	6	IND	Northeast NS Correctional Facility	6
17	Alleged or Breached Rule	2022-03-06	2022-03-11	5	CAU	Northeast NS Correctional Facility	5
17	Alleged or Breached Rule	2022-03-06	2022-03-15	9	CAU	Northeast NS Correctional Facility	9
17	Alleged or Breached Rule	2022-03-07	2022-03-11	4	IND	Northeast NS Correctional Facility	4
17	Alleged or Breached Rule	2022-03-08	2022-03-12	4	CAU	Northeast NS Correctional Facility	4
17	Alleged or Breached Rule	2022-03-08	2022-03-14	6	IND	Northeast NS Correctional Facility	6
17	Alleged or Breached Rule	2022-03-08	2022-03-09	1	CAU	Northeast NS Correctional Facility	1
17	Alleged or Breached Rule	2022-03-09	2022-03-14	5	IND	Northeast NS Correctional Facility	5
17	Alleged or Breached Rule	2022-03-11	2022-03-15	4	CAU	Northeast NS Correctional Facility	4
