Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility	Duration_calc
221	Covid - 19	2022-02-17	2022-02-18	1	CAU	Central NS Correctional Facility	1
221	Covid - 19	2022-02-17	2022-02-23	6	BLA	Central NS Correctional Facility	6
221	Covid - 19	2022-02-17	2022-03-01	12	CAU	Central NS Correctional Facility	12
221	Covid - 19	2022-02-17	2022-03-08	19	BLA	Central NS Correctional Facility	19
221	Covid - 19	2022-02-17	2022-02-20	3	CAU	Central NS Correctional Facility	3
221	Covid - 19	2022-02-17	2022-02-18	1	CAU	Central NS Correctional Facility	1
221	Covid - 19	2022-02-17	2022-03-01	12	OTH	Central NS Correctional Facility	12
221	Covid - 19	2022-02-17	2022-02-25	8	CAU	Central NS Correctional Facility	8
221	Covid - 19	2022-02-17	2022-02-17	0	CAU	Central NS Correctional Facility	0
221	Covid - 19	2022-02-17	2022-03-04	15	CAU	Central NS Correctional Facility	15
221	Covid - 19	2022-02-17	2022-02-18	1	CAU	Central NS Correctional Facility	1
222	Covid - 19	2022-02-17	2022-02-23	6	CAU	Central NS Correctional Facility	6
222	Covid - 19	2022-02-18	2022-02-18	0	CAU	Central NS Correctional Facility	0
222	Covid - 19	2022-02-18	2022-02-28	10	CAU	Central NS Correctional Facility	10
222	Covid - 19	2022-02-18	2022-02-19	1	IND	Central NS Correctional Facility	1
222	Covid - 19	2022-02-18	2022-02-25	7	CAU	Central NS Correctional Facility	7
222	Covid - 19	2022-02-18	2022-02-22	4	CAU	Central NS Correctional Facility	4
222	Covid - 19	2022-02-18	2022-02-23	5	CAU	Central NS Correctional Facility	5
222	Covid - 19	2022-02-18	2022-02-26	8	IND	Central NS Correctional Facility	8
222	Covid - 19	2022-02-18	2022-02-22	4	CAU	Central NS Correctional Facility	4
222	Covid - 19	2022-02-18	2022-02-21	3	CAU	Central NS Correctional Facility	3
222	Covid - 19	2022-02-18	2022-02-18	0	BLA	Central NS Correctional Facility	0
222	Covid - 19	2022-02-18	2022-02-20	2	ANS	Central NS Correctional Facility	2
222	Covid - 19	2022-02-18	2022-02-22	4	CAU	Central NS Correctional Facility	4
222	Covid - 19	2022-02-19	2022-02-22	3	IND	Central NS Correctional Facility	3
222	Covid - 19	2022-02-19	2022-02-22	3	CAU	Central NS Correctional Facility	3
222	Covid - 19	2022-02-19	2022-02-24	5	IND	Central NS Correctional Facility	5
223	Covid - 19	2022-02-20	2022-02-22	2	CAU	Central NS Correctional Facility	2
223	Covid - 19	2022-02-20	2022-02-22	2	IND	Central NS Correctional Facility	2
223	Covid - 19	2022-02-20	2022-02-21	1	IND	Central NS Correctional Facility	1
223	Covid - 19	2022-02-20	2022-02-22	2	BLA	Central NS Correctional Facility	2
223	Covid - 19	2022-02-20	2022-02-22	2	CAU	Central NS Correctional Facility	2
223	Covid - 19	2022-02-20	2022-02-23	3	CAU	Central NS Correctional Facility	3
223	Covid - 19	2022-02-21	2022-02-21	0	CAU	Central NS Correctional Facility	0
223	Covid - 19	2022-02-21	2022-02-22	1	BLA	Central NS Correctional Facility	1
223	Covid - 19	2022-02-22	2022-02-25	3	CAU	Central NS Correctional Facility	3
223	Covid - 19	2022-02-22	2022-02-27	5	CAU	Central NS Correctional Facility	5
223	Covid - 19	2022-02-22	2022-02-24	2	IND	Central NS Correctional Facility	2
223	Covid - 19	2022-02-22	2022-03-10	16	OTH	Central NS Correctional Facility	16
223	Covid - 19	2022-02-22	2022-02-22	0	CAU	Central NS Correctional Facility	0
223	Covid - 19	2022-02-22	2022-02-24	2	CAU	Central NS Correctional Facility	2
223	Covid - 19	2022-02-22	2022-02-23	1	CAU	Central NS Correctional Facility	1
223	Covid - 19	2022-02-22	2022-02-24	2	CAU	Central NS Correctional Facility	2
224	Covid - 19	2022-02-23	2022-02-25	2	CAU	Central NS Correctional Facility	2
224	Covid - 19	2022-02-23	2022-02-24	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-23	2022-02-25	2	CAU	Central NS Correctional Facility	2
224	Covid - 19	2022-02-23	2022-03-09	14	CAU	Central NS Correctional Facility	14
224	Covid - 19	2022-02-23	2022-02-24	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-23	2022-02-24	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-23	2022-02-23	0	BLA	Central NS Correctional Facility	0
224	Covid - 19	2022-02-23	2022-02-24	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-23	2022-02-23	0	CAU	Central NS Correctional Facility	0
224	Covid - 19	2022-02-23	2022-02-24	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-24	2022-03-12	16	IND	Central NS Correctional Facility	16
224	Covid - 19	2022-02-24	2022-02-25	1	CAU	Central NS Correctional Facility	1
224	Covid - 19	2022-02-24	2022-02-26	2	CAU	Central NS Correctional Facility	2
224	Covid - 19	2022-02-25	2022-02-28	3	CAU	Central NS Correctional Facility	3
224	Covid - 19	2022-02-25	2022-02-27	2	CAU	Central NS Correctional Facility	2
224	Covid - 19	2022-02-25	2022-02-25	0	CAU	Central NS Correctional Facility	0
225	Covid - 19	2022-02-25	2022-02-27	2	CAU	Central NS Correctional Facility	2
225	Covid - 19	2022-02-25	2022-02-28	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-25	2022-02-28	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-25	2022-02-28	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-25	2022-02-28	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-26	2022-02-28	2	CAU	Central NS Correctional Facility	2
225	Covid - 19	2022-02-27	2022-02-28	1	CAU	Central NS Correctional Facility	1
225	Covid - 19	2022-02-27	2022-03-04	5	CAU	Central NS Correctional Facility	5
225	Covid - 19	2022-02-27	2022-03-04	5	CAU	Central NS Correctional Facility	5
225	Covid - 19	2022-02-27	2022-02-28	1	CAU	Central NS Correctional Facility	1
225	Covid - 19	2022-02-27	2022-03-02	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-27	2022-02-28	1	CAU	Central NS Correctional Facility	1
225	Covid - 19	2022-02-27	2022-03-04	5	IND	Central NS Correctional Facility	5
225	Covid - 19	2022-02-27	2022-03-02	3	CAU	Central NS Correctional Facility	3
225	Covid - 19	2022-02-28	2022-03-09	9	IND	Central NS Correctional Facility	9
225	Covid - 19	2022-02-28	2022-03-02	2	UNK	Central NS Correctional Facility	2
226	Covid - 19	2022-02-28	2022-03-09	9	CAU	Central NS Correctional Facility	9
226	Covid - 19	2022-02-28	2022-03-14	14	BLA	Central NS Correctional Facility	14
226	Covid - 19	2022-02-28	2022-03-02	2	CAU	Central NS Correctional Facility	2
226	Covid - 19	2022-03-01	2022-03-02	1	CAU	Central NS Correctional Facility	1
226	Covid - 19	2022-03-01	2022-03-04	3	CAU	Central NS Correctional Facility	3
226	Covid - 19	2022-03-01	2022-03-03	2	CAU	Central NS Correctional Facility	2
226	Covid - 19	2022-03-01	2022-03-08	7	IND	Central NS Correctional Facility	7
226	Covid - 19	2022-03-02	2022-03-15	13	BLA	Central NS Correctional Facility	13
226	Covid - 19	2022-03-02	2022-03-03	1	CAU	Central NS Correctional Facility	1
226	Covid - 19	2022-03-02	2022-03-04	2	CAU	Central NS Correctional Facility	2
226	Covid - 19	2022-03-03	2022-03-08	5	CAU	Central NS Correctional Facility	5
226	Covid - 19	2022-03-03	2022-03-11	8	OTH	Central NS Correctional Facility	8
226	Covid - 19	2022-03-03	2022-03-04	1	IND	Central NS Correctional Facility	1
226	Covid - 19	2022-03-03	2022-03-08	5	CAU	Central NS Correctional Facility	5
226	Covid - 19	2022-03-03	2022-03-04	1	CAU	Central NS Correctional Facility	1
226	Covid - 19	2022-03-03	2022-03-04	1	ANS	Central NS Correctional Facility	1
228	Covid - 19	2022-03-06	2022-03-09	3	ANS	Central NS Correctional Facility	3
228	Covid - 19	2022-03-06	2022-03-07	1	CAU	Central NS Correctional Facility	1
228	Covid - 19	2022-03-06	2022-03-17	11	CAU	Central NS Correctional Facility	11
228	Covid - 19	2022-03-07	2022-03-11	4	CAU	Central NS Correctional Facility	4
228	Covid - 19	2022-03-07	2022-03-09	2	CAU	Central NS Correctional Facility	2
228	Covid - 19	2022-03-07	2022-03-11	4	ARAB	Central NS Correctional Facility	4
228	Covid - 19	2022-03-08	2022-03-12	4	CAU	Central NS Correctional Facility	4
228	Covid - 19	2022-03-08	2022-03-09	1	CAU	Central NS Correctional Facility	1
228	Covid - 19	2022-03-08	2022-03-08	0	CAU	Central NS Correctional Facility	0
228	Covid - 19	2022-03-08	2022-03-09	1	BLA	Central NS Correctional Facility	1
228	Covid - 19	2022-03-08	2022-03-15	7	CAU	Central NS Correctional Facility	7
228	Covid - 19	2022-03-08	2022-03-10	2	BLA	Central NS Correctional Facility	2
228	Covid - 19	2022-03-09	2022-03-10	1	CAU	Central NS Correctional Facility	1
228	Covid - 19	2022-03-09	2022-03-10	1	CAU	Central NS Correctional Facility	1
228	Covid - 19	2022-03-09	2022-03-22	13	ARAB	Central NS Correctional Facility	13
228	Covid - 19	2022-03-10	2022-03-11	1	CAU	Central NS Correctional Facility	1
229	Covid - 19	2022-03-10	2022-03-14	4	ANS	Central NS Correctional Facility	4
229	Covid - 19	2022-03-10	2022-03-11	1	CAU	Central NS Correctional Facility	1
229	Covid - 19	2022-03-11	2022-03-14	3	CAU	Central NS Correctional Facility	3
229	Covid - 19	2022-03-11	2022-03-22	11	CAU	Central NS Correctional Facility	11
229	Covid - 19	2022-03-11	2022-03-13	2	CAU	Central NS Correctional Facility	2
229	Covid - 19	2022-03-11	2022-03-13	2	CAU	Central NS Correctional Facility	2
229	Covid - 19	2022-03-11	2022-03-14	3	CAU	Central NS Correctional Facility	3
229	Covid - 19	2022-03-11	2022-03-13	2	CAU	Central NS Correctional Facility	2
229	Covid - 19	2022-03-11	2022-03-14	3	CAU	Central NS Correctional Facility	3
229	Covid - 19	2022-03-12	2022-04-07	26	CAU	Central NS Correctional Facility	26
229	Covid - 19	2022-03-12	2022-03-14	2	CAU	Central NS Correctional Facility	2
229	Covid - 19	2022-03-12	2022-03-14	2	CAU	Central NS Correctional Facility	2
229	Covid - 19	2022-03-12	2022-03-13	1	IND	Central NS Correctional Facility	1
229	Covid - 19	2022-03-12	2022-03-15	3	BLA	Central NS Correctional Facility	3
229	Covid - 19	2022-03-12	2022-03-13	1	CAU	Central NS Correctional Facility	1
229	Covid - 19	2022-03-12	2022-03-17	5	CAU	Central NS Correctional Facility	5
230	Covid - 19	2022-03-12	2022-03-14	2	CAU	Central NS Correctional Facility	2
230	Covid - 19	2022-03-13	2022-03-23	10	CAU	Central NS Correctional Facility	10
230	Covid - 19	2022-03-13	2022-03-15	2	IND	Central NS Correctional Facility	2
230	Covid - 19	2022-03-13	2022-03-23	10	CAU	Central NS Correctional Facility	10
230	Covid - 19	2022-03-13	2022-03-14	1	BLA	Central NS Correctional Facility	1
230	Covid - 19	2022-03-14	2022-03-15	1	BLA	Central NS Correctional Facility	1
230	Covid - 19	2022-03-14	2022-03-21	7	IND	Central NS Correctional Facility	7
230	Covid - 19	2022-03-14	2022-03-15	1	CAU	Central NS Correctional Facility	1
230	Covid - 19	2022-03-15	2022-03-17	2	CAU	Central NS Correctional Facility	2
230	Covid - 19	2022-03-15	2022-04-11	27	CAU	Central NS Correctional Facility	27
230	Covid - 19	2022-03-15	2022-03-19	4	IND	Central NS Correctional Facility	4
230	Covid - 19	2022-03-15	2022-03-18	3	UNK	Central NS Correctional Facility	3
230	Covid - 19	2022-03-15	2022-03-17	2	IND	Central NS Correctional Facility	2
230	Covid - 19	2022-03-15	2022-03-20	5	CAU	Central NS Correctional Facility	5
230	Covid - 19	2022-03-15	2022-03-16	1	BLA	Central NS Correctional Facility	1
230	Covid - 19	2022-03-15	2022-03-23	8	CAU	Central NS Correctional Facility	8
231	Covid - 19	2022-03-16	2022-03-16	0	IND	Central NS Correctional Facility	0
231	Covid - 19	2022-03-16	2022-03-18	2	IND	Central NS Correctional Facility	2
231	Covid - 19	2022-03-16	2022-03-17	1	CAU	Central NS Correctional Facility	1
231	Covid - 19	2022-03-16	2022-03-17	1	CAU	Central NS Correctional Facility	1
231	Covid - 19	2022-03-16	2022-03-17	1	CAU	Central NS Correctional Facility	1
231	Covid - 19	2022-03-17	2022-03-17	0	CAU	Central NS Correctional Facility	0
231	Covid - 19	2022-03-17	2022-03-24	7	CAU	Central NS Correctional Facility	7
231	Covid - 19	2022-03-17	2022-03-18	1	CAU	Central NS Correctional Facility	1
231	Covid - 19	2022-03-17	2022-03-17	0	BLA	Central NS Correctional Facility	0
231	Covid - 19	2022-03-17	2022-03-29	12	CAU	Central NS Correctional Facility	12
231	Covid - 19	2022-03-17	2022-03-22	5	CAU	Central NS Correctional Facility	5
231	Covid - 19	2022-03-17	2022-03-24	7	CAU	Central NS Correctional Facility	7
231	Covid - 19	2022-03-17	2022-03-18	1	OTH	Central NS Correctional Facility	1
231	Covid - 19	2022-03-17	2022-03-31	14	BLA	Central NS Correctional Facility	14
231	Covid - 19	2022-03-17	2022-03-25	8	CAU	Central NS Correctional Facility	8
231	Covid - 19	2022-03-17	2022-03-17	0	CAU	Central NS Correctional Facility	0
232	Covid - 19	2022-03-17	2022-03-22	5	BLA	Central NS Correctional Facility	5
232	Covid - 19	2022-03-18	2022-03-20	2	CAU	Central NS Correctional Facility	2
232	Covid - 19	2022-03-18	2022-03-25	7	UNK	Central NS Correctional Facility	7
232	Covid - 19	2022-03-18	2022-03-24	6	CAU	Central NS Correctional Facility	6
232	Covid - 19	2022-03-18	2022-03-28	10	CAU	Central NS Correctional Facility	10
232	Covid - 19	2022-03-18	2022-03-21	3	CAU	Central NS Correctional Facility	3
232	Covid - 19	2022-03-18	2022-03-18	0	CAU	Central NS Correctional Facility	0
232	Covid - 19	2022-03-19	2022-03-20	1	CAU	Central NS Correctional Facility	1
232	Covid - 19	2022-03-19	2022-03-22	3	BLA	Central NS Correctional Facility	3
232	Covid - 19	2022-03-19	2022-03-22	3	CAU	Central NS Correctional Facility	3
232	Covid - 19	2022-03-20	2022-03-20	0	CAU	Central NS Correctional Facility	0
232	Covid - 19	2022-03-20	2022-03-22	2	BLA	Central NS Correctional Facility	2
232	Covid - 19	2022-03-20	2022-04-05	16	CAU	Central NS Correctional Facility	16
232	Covid - 19	2022-03-20	2022-03-21	1	OTH	Central NS Correctional Facility	1
232	Covid - 19	2022-03-21	2022-04-05	15	CAU	Central NS Correctional Facility	15
232	Covid - 19	2022-03-21	2022-04-02	12	CAU	Central NS Correctional Facility	12
233	Covid - 19	2022-03-21	2022-03-23	2	CAU	Central NS Correctional Facility	2
233	Covid - 19	2022-03-21	2022-03-29	8	CAU	Central NS Correctional Facility	8
233	Covid - 19	2022-03-22	2022-03-27	5	CAU	Central NS Correctional Facility	5
233	Covid - 19	2022-03-22	2022-03-24	2	IND	Central NS Correctional Facility	2
233	Covid - 19	2022-03-22	2022-03-22	0	CAU	Central NS Correctional Facility	0
233	Covid - 19	2022-03-22	2022-03-24	2	CAU	Central NS Correctional Facility	2
233	Covid - 19	2022-03-22	2022-03-26	4	CAU	Central NS Correctional Facility	4
233	Covid - 19	2022-03-22	2022-03-27	5	IND	Central NS Correctional Facility	5
233	Covid - 19	2022-03-23	2022-03-25	2	CAU	Central NS Correctional Facility	2
233	Covid - 19	2022-03-23	2022-03-24	1	CAU	Central NS Correctional Facility	1
233	Covid - 19	2022-03-23	2022-03-24	1	UNK	Central NS Correctional Facility	1
233	Covid - 19	2022-03-23	2022-04-06	14	ANS	Central NS Correctional Facility	14
233	Covid - 19	2022-03-23	2022-03-25	2	UNK	Central NS Correctional Facility	2
233	Covid - 19	2022-03-23	2022-03-23	0	CAU	Central NS Correctional Facility	0
233	Covid - 19	2022-03-23	2022-03-25	2	BLA	Central NS Correctional Facility	2
233	Covid - 19	2022-03-23	2022-03-24	1	CAU	Central NS Correctional Facility	1
234	Covid - 19	2022-03-23	2022-03-23	0	CAU	Central NS Correctional Facility	0
234	Covid - 19	2022-03-23	2022-03-25	2	CAU	Central NS Correctional Facility	2
234	Covid - 19	2022-03-23	2022-03-28	5	ARAB	Central NS Correctional Facility	5
234	Covid - 19	2022-03-23	2022-03-25	2	CAU	Central NS Correctional Facility	2
234	Covid - 19	2022-03-23	2022-03-23	0	CAU	Central NS Correctional Facility	0
234	Covid - 19	2022-03-24	2022-04-06	13	IND	Central NS Correctional Facility	13
234	Covid - 19	2022-03-24	2022-04-04	11	CAU	Central NS Correctional Facility	11
234	Covid - 19	2022-03-24	2022-03-28	4	CAU	Central NS Correctional Facility	4
234	Covid - 19	2022-03-24	2022-04-06	13	CAU	Central NS Correctional Facility	13
234	Covid - 19	2022-03-25	2022-04-07	13	UNK	Central NS Correctional Facility	13
234	Covid - 19	2022-03-25	2022-03-28	3	CAU	Central NS Correctional Facility	3
234	Covid - 19	2022-03-25	2022-03-29	4	CAU	Central NS Correctional Facility	4
234	Covid - 19	2022-03-25	2022-03-31	6	CAU	Central NS Correctional Facility	6
234	Covid - 19	2022-03-25	2022-04-06	12	CAU	Central NS Correctional Facility	12
234	Covid - 19	2022-03-25	2022-03-28	3	CAU	Central NS Correctional Facility	3
234	Covid - 19	2022-03-25	2022-03-27	2	CAU	Central NS Correctional Facility	2
235	Covid - 19	2022-03-25	2022-03-28	3	CAU	Central NS Correctional Facility	3
235	Covid - 19	2022-03-26	2022-03-29	3	IND	Central NS Correctional Facility	3
235	Covid - 19	2022-03-26	2022-03-28	2	CAU	Central NS Correctional Facility	2
235	Covid - 19	2022-03-26	2022-04-08	13	ARAB	Central NS Correctional Facility	13
235	Covid - 19	2022-03-26	2022-03-28	2	CAU	Central NS Correctional Facility	2
235	Covid - 19	2022-03-27	2022-03-30	3	CAU	Central NS Correctional Facility	3
235	Covid - 19	2022-03-27	2022-03-29	2	CAU	Central NS Correctional Facility	2
235	Covid - 19	2022-03-27	2022-03-31	4	CAU	Central NS Correctional Facility	4
235	Covid - 19	2022-03-27	2022-03-31	4	CAU	Central NS Correctional Facility	4
235	Covid - 19	2022-03-27	2022-03-30	3	BLA	Central NS Correctional Facility	3
235	Covid - 19	2022-03-27	2022-03-31	4	IND	Central NS Correctional Facility	4
235	Covid - 19	2022-03-28	2022-03-29	1	CAU	Central NS Correctional Facility	1
235	Covid - 19	2022-03-28	2022-03-29	1	BLA	Central NS Correctional Facility	1
235	Covid - 19	2022-03-28	2022-03-28	0	BLA	Central NS Correctional Facility	0
235	Covid - 19	2022-03-28	2022-04-02	5	UNK	Central NS Correctional Facility	5
235	Covid - 19	2022-03-28	2022-03-31	3	CAU	Central NS Correctional Facility	3
236	Covid - 19	2022-03-28	2022-04-07	10	ARAB	Central NS Correctional Facility	10
236	Covid - 19	2022-03-29	2022-03-31	2	CAU	Central NS Correctional Facility	2
236	Covid - 19	2022-03-29	2022-04-01	3	CAU	Central NS Correctional Facility	3
236	Covid - 19	2022-03-29	2022-03-29	0	CAU	Central NS Correctional Facility	0
236	Covid - 19	2022-03-29	2022-04-01	3	BLA	Central NS Correctional Facility	3
236	Covid - 19	2022-03-29	2022-04-02	4	OTH	Central NS Correctional Facility	4
236	Covid - 19	2022-03-29	2022-06-04	67	CAU	Central NS Correctional Facility	67
236	Covid - 19	2022-03-29	2022-03-30	1	CAU	Central NS Correctional Facility	1
236	Covid - 19	2022-03-29	2022-03-31	2	UNK	Central NS Correctional Facility	2
236	Covid - 19	2022-03-29	2022-03-29	0	BLA	Central NS Correctional Facility	0
236	Covid - 19	2022-03-30	2022-03-31	1	CAU	Central NS Correctional Facility	1
236	Covid - 19	2022-03-30	2022-04-01	2	CAU	Central NS Correctional Facility	2
236	Covid - 19	2022-03-30	2022-04-04	5	CAU	Central NS Correctional Facility	5
236	Covid - 19	2022-03-31	2022-04-05	5	CAU	Central NS Correctional Facility	5
236	Covid - 19	2022-03-31	2022-04-01	1	CAU	Central NS Correctional Facility	1
236	Covid - 19	2022-03-31	2022-04-01	1	BLA	Central NS Correctional Facility	1
237	Covid - 19	2022-04-01	2022-04-04	3	OTH	Central NS Correctional Facility	3
237	Covid - 19	2022-04-01	2022-04-03	2	CAU	Central NS Correctional Facility	2
237	Covid - 19	2022-04-01	2022-04-04	3	CAU	Central NS Correctional Facility	3
237	Covid - 19	2022-04-01	2022-04-20	19	CAU	Central NS Correctional Facility	19
237	Covid - 19	2022-04-01	2022-04-05	4	CAU	Central NS Correctional Facility	4
237	Covid - 19	2022-04-01	2022-04-06	5	CAU	Central NS Correctional Facility	5
237	Covid - 19	2022-04-01	2022-04-08	7	CAU	Central NS Correctional Facility	7
237	Covid - 19	2022-04-01	2022-04-11	10	BLA	Central NS Correctional Facility	10
237	Covid - 19	2022-04-01	2022-04-04	3	CAU	Central NS Correctional Facility	3
237	Covid - 19	2022-04-01	2022-04-04	3	CAU	Central NS Correctional Facility	3
237	Covid - 19	2022-04-01	2022-04-04	3	IND	Central NS Correctional Facility	3
237	Covid - 19	2022-04-01	2022-04-02	1	IND	Central NS Correctional Facility	1
237	Covid - 19	2022-04-02	2022-04-05	3	CAU	Central NS Correctional Facility	3
237	Covid - 19	2022-04-02	2022-04-18	16	CAU	Central NS Correctional Facility	16
237	Covid - 19	2022-04-02	2022-04-04	2	BLA	Central NS Correctional Facility	2
237	Covid - 19	2022-04-02	2022-04-04	2	BLA	Central NS Correctional Facility	2
238	Covid - 19	2022-04-02	2022-04-03	1	IND	Central NS Correctional Facility	1
238	Covid - 19	2022-04-02	2022-04-12	10	CAU	Central NS Correctional Facility	10
238	Covid - 19	2022-04-02	2022-04-05	3	CAU	Central NS Correctional Facility	3
238	Covid - 19	2022-04-02	2022-04-05	3	CAU	Central NS Correctional Facility	3
238	Covid - 19	2022-04-03	2022-04-07	4	CAU	Central NS Correctional Facility	4
238	Covid - 19	2022-04-03	2022-04-06	3	CAU	Central NS Correctional Facility	3
238	Covid - 19	2022-04-03	2022-04-06	3	CAU	Central NS Correctional Facility	3
238	Covid - 19	2022-04-03	2022-04-06	3	BLA	Central NS Correctional Facility	3
238	Covid - 19	2022-04-03	2022-04-06	3	CAU	Central NS Correctional Facility	3
238	Covid - 19	2022-04-03	2022-04-04	1	CAU	Central NS Correctional Facility	1
238	Covid - 19	2022-04-03	2022-04-04	1	IND	Central NS Correctional Facility	1
238	Covid - 19	2022-04-03	2022-04-05	2	CAU	Central NS Correctional Facility	2
238	Covid - 19	2022-04-03	2022-04-05	2	CAU	Central NS Correctional Facility	2
238	Covid - 19	2022-04-04	2022-04-05	1	BLA	Central NS Correctional Facility	1
238	Covid - 19	2022-04-04	2022-04-06	2	CAU	Central NS Correctional Facility	2
238	Covid - 19	2022-04-04	2022-04-06	2	CAU	Central NS Correctional Facility	2
239	Covid - 19	2022-04-04	2022-04-06	2	CAU	Central NS Correctional Facility	2
239	Covid - 19	2022-04-04	2022-04-05	1	ANS	Central NS Correctional Facility	1
239	Covid - 19	2022-04-04	2022-04-04	0	CAU	Central NS Correctional Facility	0
239	Covid - 19	2022-04-05	2022-04-06	1	CAU	Central NS Correctional Facility	1
239	Covid - 19	2022-04-05	2022-04-05	0	CAU	Central NS Correctional Facility	0
239	Covid - 19	2022-04-05	2022-04-06	1	OTH	Central NS Correctional Facility	1
239	Covid - 19	2022-04-05	2022-04-07	2	CAU	Central NS Correctional Facility	2
239	Covid - 19	2022-04-05	2022-04-12	7	CAU	Central NS Correctional Facility	7
239	Covid - 19	2022-04-05	2022-04-08	3	IND	Central NS Correctional Facility	3
239	Covid - 19	2022-04-06	2022-04-08	2	IND	Central NS Correctional Facility	2
239	Covid - 19	2022-04-06	2022-04-08	2	CAU	Central NS Correctional Facility	2
239	Covid - 19	2022-04-06	2022-04-11	5	CAU	Central NS Correctional Facility	5
239	Covid - 19	2022-04-06	2022-04-12	6	CAU	Central NS Correctional Facility	6
239	Covid - 19	2022-04-06	2022-04-17	11	ANS	Central NS Correctional Facility	11
239	Covid - 19	2022-04-06	2022-04-20	14	BLA	Central NS Correctional Facility	14
239	Covid - 19	2022-04-06	2022-04-09	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-07	2022-04-07	0	ASIA	Central NS Correctional Facility	0
240	Covid - 19	2022-04-07	2022-04-10	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-07	2022-04-19	12	CAU	Central NS Correctional Facility	12
240	Covid - 19	2022-04-07	2022-04-08	1	CAU	Central NS Correctional Facility	1
240	Covid - 19	2022-04-08	2022-04-11	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-08	2022-06-04	57	CAU	Central NS Correctional Facility	57
240	Covid - 19	2022-04-08	2022-04-11	3	ANS	Central NS Correctional Facility	3
240	Covid - 19	2022-04-08	2022-04-11	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-08	2022-04-08	0	CAU	Central NS Correctional Facility	0
240	Covid - 19	2022-04-08	2022-04-11	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-08	2022-04-11	3	CAU	Central NS Correctional Facility	3
240	Covid - 19	2022-04-08	2022-04-08	0	CAU	Central NS Correctional Facility	0
240	Covid - 19	2022-04-09	2022-04-11	2	IND	Central NS Correctional Facility	2
240	Covid - 19	2022-04-09	2022-04-11	2	ARAB	Central NS Correctional Facility	2
240	Covid - 19	2022-04-09	2022-04-12	3	IND	Central NS Correctional Facility	3
240	Covid - 19	2022-04-10	2022-04-11	1	CAU	Central NS Correctional Facility	1
241	Covid - 19	2022-04-10	2022-04-14	4	CAU	Central NS Correctional Facility	4
241	Covid - 19	2022-04-10	2022-04-21	11	CAU	Central NS Correctional Facility	11
241	Covid - 19	2022-04-10	2022-04-11	1	IND	Central NS Correctional Facility	1
241	Covid - 19	2022-04-10	2022-04-12	2	CAU	Central NS Correctional Facility	2
241	Covid - 19	2022-04-11	2022-04-26	15	CAU	Central NS Correctional Facility	15
241	Covid - 19	2022-04-11	2022-04-13	2	CAU	Central NS Correctional Facility	2
241	Covid - 19	2022-04-11	2022-04-17	6	CAU	Central NS Correctional Facility	6
241	Covid - 19	2022-04-11	2022-04-20	9	BLA	Central NS Correctional Facility	9
241	Covid - 19	2022-04-12	2022-04-13	1	CAU	Central NS Correctional Facility	1
241	Covid - 19	2022-04-12	2022-04-12	0	CAU	Central NS Correctional Facility	0
241	Covid - 19	2022-04-12	2022-04-13	1	CAU	Central NS Correctional Facility	1
241	Covid - 19	2022-04-12	2022-04-14	2	CAU	Central NS Correctional Facility	2
241	Covid - 19	2022-04-12	2022-04-14	2	CAU	Central NS Correctional Facility	2
241	Covid - 19	2022-04-13	2022-04-18	5	CAU	Central NS Correctional Facility	5
241	Covid - 19	2022-04-13	2022-04-22	9	CAU	Central NS Correctional Facility	9
241	Covid - 19	2022-04-13	2022-04-13	0	CAU	Central NS Correctional Facility	0
242	Covid - 19	2022-04-14	2022-04-14	0	CAU	Central NS Correctional Facility	0
242	Covid - 19	2022-04-14	2022-04-21	7	ANS	Central NS Correctional Facility	7
242	Covid - 19	2022-04-14	2022-04-19	5	CAU	Central NS Correctional Facility	5
242	Covid - 19	2022-04-14	2022-04-19	5	UNK	Central NS Correctional Facility	5
242	Covid - 19	2022-04-14	2022-04-21	7	CAU	Central NS Correctional Facility	7
242	Covid - 19	2022-04-14	2022-05-03	19	CAU	Central NS Correctional Facility	19
242	Covid - 19	2022-04-14	2022-04-14	0	CAU	Central NS Correctional Facility	0
242	Covid - 19	2022-04-14	2022-04-21	7	CAU	Central NS Correctional Facility	7
242	Covid - 19	2022-04-14	2022-04-14	0	ARAB	Central NS Correctional Facility	0
242	Covid - 19	2022-04-15	2022-04-18	3	CAU	Central NS Correctional Facility	3
