Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility	Duration_calc
0	Alleged or Breached Rule	2020-12-31	2021-02-19	50	CAU	Central NS Correctional Facility	50
0	Alleged or Breached Rule	2020-12-31	2021-01-05	5	CAU	Central NS Correctional Facility	5
0	Alleged or Breached Rule	2021-01-01	2021-01-05	4	OTH	Central NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-01	2021-01-05	4	IND	Central NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-02	2021-01-05	3	CAU	Central NS Correctional Facility	3
0	Alleged or Breached Rule	2021-01-03	2021-01-04	1	CAU	Central NS Correctional Facility	1
0	Alleged or Breached Rule	2021-01-04	2021-01-08	4	CAU	Central NS Correctional Facility	4
0	Alleged or Breached Rule	2021-01-04	2021-01-07	3	IND	Central NS Correctional Facility	3
0	Alleged or Breached Rule	2021-01-05	2021-01-07	2	IND	Central NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-05	2021-01-07	2	UNK	Central NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-05	2021-01-07	2	CAU	Central NS Correctional Facility	2
0	Alleged or Breached Rule	2021-01-06	2021-01-09	3	BLA	Central NS Correctional Facility	3
0	Alleged or Breached Rule	2021-01-07	2021-01-10	3	BLA	Central NS Correctional Facility	3
0	Alleged or Breached Rule	2021-01-07	2021-01-08	1	CAU	Central NS Correctional Facility	1
0	Alleged or Breached Rule	2021-01-07	2021-01-12	5	CAU	Central NS Correctional Facility	5
0	Alleged or Breached Rule	2021-01-07	2021-01-11	4	CAU	Central NS Correctional Facility	4
1	Alleged or Breached Rule	2021-01-07	2021-01-09	2	CAU	Central NS Correctional Facility	2
1	Alleged or Breached Rule	2021-01-08	2021-01-09	1	CAU	Central NS Correctional Facility	1
1	Alleged or Breached Rule	2021-01-08	2021-01-11	3	BLA	Central NS Correctional Facility	3
1	Alleged or Breached Rule	2021-01-08	2021-01-11	3	CAU	Central NS Correctional Facility	3
1	Alleged or Breached Rule	2021-01-10	2021-01-14	4	CAU	Central NS Correctional Facility	4
1	Alleged or Breached Rule	2021-01-11	2021-01-12	1	CAU	Central NS Correctional Facility	1
1	Alleged or Breached Rule	2021-01-11	2021-01-14	3	OTH	Central NS Correctional Facility	3
1	Alleged or Breached Rule	2021-01-11	2021-01-14	3	CAU	Central NS Correctional Facility	3
1	Alleged or Breached Rule	2021-01-11	2021-01-12	1	UNK	Central NS Correctional Facility	1
1	Alleged or Breached Rule	2021-01-11	2021-01-22	11	BLA	Central NS Correctional Facility	11
1	Alleged or Breached Rule	2021-01-12	2021-01-26	14	CAU	Central NS Correctional Facility	14
1	Alleged or Breached Rule	2021-01-12	2021-03-02	49	IND	Central NS Correctional Facility	49
1	Alleged or Breached Rule	2021-01-14	2021-01-15	1	BLA	Central NS Correctional Facility	1
1	Alleged or Breached Rule	2021-01-15	2021-01-20	5	OTH	Central NS Correctional Facility	5
1	Alleged or Breached Rule	2021-01-15	2021-01-15	0	CAU	Central NS Correctional Facility	0
1	Alleged or Breached Rule	2021-01-15	2021-01-17	2	IND	Central NS Correctional Facility	2
2	Alleged or Breached Rule	2021-01-15	2021-01-19	4	BLA	Central NS Correctional Facility	4
2	Alleged or Breached Rule	2021-01-16	2021-01-20	4	UNK	Central NS Correctional Facility	4
2	Alleged or Breached Rule	2021-01-16	2021-01-19	3	CAU	Central NS Correctional Facility	3
2	Alleged or Breached Rule	2021-01-16	2021-01-19	3	CAU	Central NS Correctional Facility	3
2	Alleged or Breached Rule	2021-01-16	2021-01-19	3	CAU	Central NS Correctional Facility	3
2	Alleged or Breached Rule	2021-01-16	2021-01-18	2	CAU	Central NS Correctional Facility	2
2	Alleged or Breached Rule	2021-01-16	2021-01-18	2	CAU	Central NS Correctional Facility	2
2	Alleged or Breached Rule	2021-01-17	2021-01-21	4	IND	Central NS Correctional Facility	4
2	Alleged or Breached Rule	2021-01-18	2021-01-20	2	CAU	Central NS Correctional Facility	2
2	Alleged or Breached Rule	2021-01-18	2021-01-20	2	CAU	Central NS Correctional Facility	2
2	Alleged or Breached Rule	2021-01-18	2021-02-02	15	BLA	Central NS Correctional Facility	15
2	Alleged or Breached Rule	2021-01-19	2021-02-19	31	ARAB	Central NS Correctional Facility	31
2	Alleged or Breached Rule	2021-01-19	2021-01-24	5	CAU	Central NS Correctional Facility	5
2	Alleged or Breached Rule	2021-01-20	2021-01-23	3	CAU	Central NS Correctional Facility	3
2	Alleged or Breached Rule	2021-01-20	2021-01-23	3	CAU	Central NS Correctional Facility	3
2	Alleged or Breached Rule	2021-01-21	2021-01-22	1	CAU	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-21	2021-01-22	1	OTH	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-23	2021-01-26	3	CAU	Central NS Correctional Facility	3
3	Alleged or Breached Rule	2021-01-23	2021-01-25	2	IND	Central NS Correctional Facility	2
3	Alleged or Breached Rule	2021-01-23	2021-01-23	0	CAU	Central NS Correctional Facility	0
3	Alleged or Breached Rule	2021-01-25	2021-01-26	1	BLA	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-25	2021-01-28	3	OTH	Central NS Correctional Facility	3
3	Alleged or Breached Rule	2021-01-25	2021-01-26	1	CAU	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-25	2021-02-01	7	UNK	Central NS Correctional Facility	7
3	Alleged or Breached Rule	2021-01-25	2021-01-25	0	UNK	Central NS Correctional Facility	0
3	Alleged or Breached Rule	2021-01-26	2021-01-26	0	BLA	Central NS Correctional Facility	0
3	Alleged or Breached Rule	2021-01-26	2021-01-29	3	BLA	Central NS Correctional Facility	3
3	Alleged or Breached Rule	2021-01-26	2021-01-29	3	OTH	Central NS Correctional Facility	3
3	Alleged or Breached Rule	2021-01-27	2021-01-28	1	BLA	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-27	2021-01-29	2	IND	Central NS Correctional Facility	2
3	Alleged or Breached Rule	2021-01-27	2021-01-28	1	CAU	Central NS Correctional Facility	1
3	Alleged or Breached Rule	2021-01-27	2021-01-28	1	CAU	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-01-27	2021-01-27	0	CAU	Central NS Correctional Facility	0
4	Alleged or Breached Rule	2021-01-28	2021-01-29	1	CAU	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-01-28	2021-02-01	4	BLA	Central NS Correctional Facility	4
4	Alleged or Breached Rule	2021-01-29	2021-01-29	0	IND	Central NS Correctional Facility	0
4	Alleged or Breached Rule	2021-01-29	2021-02-02	4	IND	Central NS Correctional Facility	4
4	Alleged or Breached Rule	2021-01-31	2021-02-01	1	CAU	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-02-01	2021-02-03	2	CAU	Central NS Correctional Facility	2
4	Alleged or Breached Rule	2021-02-02	2021-02-12	10	CAU	Central NS Correctional Facility	10
4	Alleged or Breached Rule	2021-02-02	2021-02-03	1	CAU	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-02-02	2021-02-03	1	IND	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-02-05	2021-02-06	1	BLA	Central NS Correctional Facility	1
4	Alleged or Breached Rule	2021-02-05	2021-02-09	4	BLA	Central NS Correctional Facility	4
4	Alleged or Breached Rule	2021-02-06	2021-02-12	6	CAU	Central NS Correctional Facility	6
4	Alleged or Breached Rule	2021-02-06	2021-02-10	4	IND	Central NS Correctional Facility	4
4	Alleged or Breached Rule	2021-02-06	2021-02-09	3	CAU	Central NS Correctional Facility	3
4	Alleged or Breached Rule	2021-02-07	2021-02-10	3	CAU	Central NS Correctional Facility	3
5	Alleged or Breached Rule	2021-02-07	2021-02-09	2	CAU	Central NS Correctional Facility	2
5	Alleged or Breached Rule	2021-02-09	2021-02-24	15	CAU	Central NS Correctional Facility	15
5	Alleged or Breached Rule	2021-02-09	2021-02-09	0	IND	Central NS Correctional Facility	0
5	Alleged or Breached Rule	2021-02-09	2021-02-13	4	IND	Central NS Correctional Facility	4
5	Alleged or Breached Rule	2021-02-09	2021-02-12	3	UNK	Central NS Correctional Facility	3
5	Alleged or Breached Rule	2021-02-10	2021-02-11	1	CAU	Central NS Correctional Facility	1
5	Alleged or Breached Rule	2021-02-10	2021-02-11	1	BLA	Central NS Correctional Facility	1
5	Alleged or Breached Rule	2021-02-11	2021-02-12	1	BLA	Central NS Correctional Facility	1
5	Alleged or Breached Rule	2021-02-12	2021-02-14	2	OTH	Central NS Correctional Facility	2
5	Alleged or Breached Rule	2021-02-12	2021-02-16	4	CAU	Central NS Correctional Facility	4
5	Alleged or Breached Rule	2021-02-12	2021-02-16	4	CAU	Central NS Correctional Facility	4
5	Alleged or Breached Rule	2021-02-12	2021-02-16	4	BLA	Central NS Correctional Facility	4
5	Alleged or Breached Rule	2021-02-13	2021-02-16	3	CAU	Central NS Correctional Facility	3
5	Alleged or Breached Rule	2021-02-13	2021-02-19	6	IND	Central NS Correctional Facility	6
5	Alleged or Breached Rule	2021-02-13	2021-02-16	3	OTH	Central NS Correctional Facility	3
5	Alleged or Breached Rule	2021-02-13	2021-02-14	1	OTH	Central NS Correctional Facility	1
6	Alleged or Breached Rule	2021-02-14	2021-02-16	2	OTH	Central NS Correctional Facility	2
6	Alleged or Breached Rule	2021-02-14	2021-02-15	1	BLA	Central NS Correctional Facility	1
6	Alleged or Breached Rule	2021-02-15	2021-02-16	1	CAU	Central NS Correctional Facility	1
6	Alleged or Breached Rule	2021-02-16	2021-02-16	0	CAU	Central NS Correctional Facility	0
6	Alleged or Breached Rule	2021-02-16	2021-02-18	2	CAU	Central NS Correctional Facility	2
6	Alleged or Breached Rule	2021-02-16	2021-02-18	2	OTH	Central NS Correctional Facility	2
6	Alleged or Breached Rule	2021-02-17	2021-02-21	4	CAU	Central NS Correctional Facility	4
6	Alleged or Breached Rule	2021-02-19	2021-03-01	10	CAU	Central NS Correctional Facility	10
6	Alleged or Breached Rule	2021-02-20	2021-02-23	3	BLA	Central NS Correctional Facility	3
6	Alleged or Breached Rule	2021-02-21	2021-02-23	2	CAU	Central NS Correctional Facility	2
6	Alleged or Breached Rule	2021-02-22	2021-02-26	4	IND	Central NS Correctional Facility	4
6	Alleged or Breached Rule	2021-02-24	2021-02-24	0	CAU	Central NS Correctional Facility	0
6	Alleged or Breached Rule	2021-02-24	2021-04-01	36	IND	Central NS Correctional Facility	36
6	Alleged or Breached Rule	2021-02-24	2021-02-27	3	CAU	Central NS Correctional Facility	3
6	Alleged or Breached Rule	2021-02-24	2021-02-26	2	IND	Central NS Correctional Facility	2
6	Alleged or Breached Rule	2021-02-24	2021-03-01	5	IND	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-02-25	2021-02-28	3	BLA	Central NS Correctional Facility	3
7	Alleged or Breached Rule	2021-02-26	2021-03-03	5	ARAB	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-02-26	2021-02-26	0	CAU	Central NS Correctional Facility	0
7	Alleged or Breached Rule	2021-02-27	2021-03-01	2	CAU	Central NS Correctional Facility	2
7	Alleged or Breached Rule	2021-02-27	2021-03-02	3	OTH	Central NS Correctional Facility	3
7	Alleged or Breached Rule	2021-02-27	2021-02-27	0	BLA	Central NS Correctional Facility	0
7	Alleged or Breached Rule	2021-02-28	2021-03-03	3	CAU	Central NS Correctional Facility	3
7	Alleged or Breached Rule	2021-02-28	2021-03-05	5	CAU	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-03-01	2021-03-02	1	OTH	Central NS Correctional Facility	1
7	Alleged or Breached Rule	2021-03-01	2021-04-01	31	CAU	Central NS Correctional Facility	31
7	Alleged or Breached Rule	2021-03-02	2021-03-07	5	CAU	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-03-03	2021-03-06	3	CAU	Central NS Correctional Facility	3
7	Alleged or Breached Rule	2021-03-06	2021-03-11	5	OTH	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-03-06	2021-03-10	4	CAU	Central NS Correctional Facility	4
7	Alleged or Breached Rule	2021-03-06	2021-03-11	5	CAU	Central NS Correctional Facility	5
7	Alleged or Breached Rule	2021-03-07	2021-03-09	2	BLA	Central NS Correctional Facility	2
8	Alleged or Breached Rule	2021-03-08	2021-03-11	3	CAU	Central NS Correctional Facility	3
8	Alleged or Breached Rule	2021-03-09	2021-03-12	3	IND	Central NS Correctional Facility	3
8	Alleged or Breached Rule	2021-03-09	2021-03-10	1	CAU	Central NS Correctional Facility	1
8	Alleged or Breached Rule	2021-03-12	2021-03-15	3	CAU	Central NS Correctional Facility	3
8	Alleged or Breached Rule	2021-03-12	2021-03-17	5	CAU	Central NS Correctional Facility	5
8	Alleged or Breached Rule	2021-03-16	2021-03-24	8	IND	Central NS Correctional Facility	8
8	Alleged or Breached Rule	2021-03-18	2021-04-01	14	ARAB	Central NS Correctional Facility	14
8	Alleged or Breached Rule	2021-03-19	2021-03-23	4	CAU	Central NS Correctional Facility	4
8	Alleged or Breached Rule	2021-03-20	2021-03-22	2	OTH	Central NS Correctional Facility	2
8	Alleged or Breached Rule	2021-03-20	2021-03-23	3	CAU	Central NS Correctional Facility	3
8	Alleged or Breached Rule	2021-03-20	2021-03-26	6	CAU	Central NS Correctional Facility	6
8	Alleged or Breached Rule	2021-03-21	2021-03-23	2	CAU	Central NS Correctional Facility	2
8	Alleged or Breached Rule	2021-03-21	2021-03-26	5	CAU	Central NS Correctional Facility	5
8	Alleged or Breached Rule	2021-03-21	2021-04-10	20	CAU	Central NS Correctional Facility	20
8	Alleged or Breached Rule	2021-03-23	2021-03-26	3	CAU	Central NS Correctional Facility	3
8	Alleged or Breached Rule	2021-03-23	2021-03-27	4	IND	Central NS Correctional Facility	4
9	Alleged or Breached Rule	2021-03-23	2021-03-26	3	CAU	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-24	2021-03-26	2	BLA	Central NS Correctional Facility	2
9	Alleged or Breached Rule	2021-03-25	2021-03-27	2	CAU	Central NS Correctional Facility	2
9	Alleged or Breached Rule	2021-03-26	2021-03-29	3	CAU	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-26	2021-03-29	3	BLA	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-26	2021-03-29	3	CAU	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-26	2021-03-29	3	IND	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-26	2021-03-29	3	CAU	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-26	2021-04-01	6	CAU	Central NS Correctional Facility	6
9	Alleged or Breached Rule	2021-03-26	2021-03-26	0	BLA	Central NS Correctional Facility	0
9	Alleged or Breached Rule	2021-03-27	2021-03-30	3	CAU	Central NS Correctional Facility	3
9	Alleged or Breached Rule	2021-03-27	2021-03-28	1	ANS	Central NS Correctional Facility	1
9	Alleged or Breached Rule	2021-03-29	2021-03-30	1	ANS	Central NS Correctional Facility	1
9	Alleged or Breached Rule	2021-03-30	2021-03-31	1	BLA	Central NS Correctional Facility	1
9	Alleged or Breached Rule	2021-03-31	2021-04-05	5	CAU	Central NS Correctional Facility	5
9	Alleged or Breached Rule	2021-03-31	2021-04-01	1	BLA	Central NS Correctional Facility	1
10	Alleged or Breached Rule	2021-03-31	2021-04-05	5	BLA	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-03-31	2021-04-05	5	CAU	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-03-31	2021-04-05	5	IND	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-04-01	2021-04-06	5	IND	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-04-02	2021-05-17	45	ARAB	Central NS Correctional Facility	45
10	Alleged or Breached Rule	2021-04-02	2021-04-06	4	CAU	Central NS Correctional Facility	4
10	Alleged or Breached Rule	2021-04-02	2021-04-07	5	CAU	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-04-05	2021-04-13	8	CAU	Central NS Correctional Facility	8
10	Alleged or Breached Rule	2021-04-06	2021-04-07	1	CAU	Central NS Correctional Facility	1
10	Alleged or Breached Rule	2021-04-07	2021-04-08	1	IND	Central NS Correctional Facility	1
10	Alleged or Breached Rule	2021-04-08	2021-04-21	13	CAU	Central NS Correctional Facility	13
10	Alleged or Breached Rule	2021-04-08	2021-04-09	1	CAU	Central NS Correctional Facility	1
10	Alleged or Breached Rule	2021-04-08	2021-04-08	0	IND	Central NS Correctional Facility	0
10	Alleged or Breached Rule	2021-04-08	2021-04-13	5	IND	Central NS Correctional Facility	5
10	Alleged or Breached Rule	2021-04-11	2021-04-27	16	CAU	Central NS Correctional Facility	16
10	Alleged or Breached Rule	2021-04-11	2021-04-15	4	CAU	Central NS Correctional Facility	4
11	Alleged or Breached Rule	2021-04-11	2021-04-13	2	IND	Central NS Correctional Facility	2
11	Alleged or Breached Rule	2021-04-12	2021-04-15	3	CAU	Central NS Correctional Facility	3
11	Alleged or Breached Rule	2021-04-13	2021-04-14	1	IND	Central NS Correctional Facility	1
11	Alleged or Breached Rule	2021-04-13	2021-04-19	6	CAU	Central NS Correctional Facility	6
11	Alleged or Breached Rule	2021-04-14	2021-04-15	1	IND	Central NS Correctional Facility	1
11	Alleged or Breached Rule	2021-04-15	2021-04-20	5	CAU	Central NS Correctional Facility	5
11	Alleged or Breached Rule	2021-04-15	2021-04-19	4	IND	Central NS Correctional Facility	4
11	Alleged or Breached Rule	2021-04-16	2021-04-17	1	CAU	Central NS Correctional Facility	1
11	Alleged or Breached Rule	2021-04-17	2021-04-17	0	BLA	Central NS Correctional Facility	0
11	Alleged or Breached Rule	2021-04-17	2021-04-22	5	CAU	Central NS Correctional Facility	5
11	Alleged or Breached Rule	2021-04-17	2021-04-20	3	CAU	Central NS Correctional Facility	3
11	Alleged or Breached Rule	2021-04-18	2021-04-20	2	ANS	Central NS Correctional Facility	2
11	Alleged or Breached Rule	2021-04-19	2021-04-22	3	CAU	Central NS Correctional Facility	3
11	Alleged or Breached Rule	2021-04-20	2021-04-22	2	CAU	Central NS Correctional Facility	2
11	Alleged or Breached Rule	2021-04-21	2021-04-26	5	CAU	Central NS Correctional Facility	5
11	Alleged or Breached Rule	2021-04-21	2021-04-30	9	CAU	Central NS Correctional Facility	9
12	Alleged or Breached Rule	2021-04-21	2021-05-06	15	CAU	Central NS Correctional Facility	15
12	Alleged or Breached Rule	2021-04-21	2021-04-22	1	ANS	Central NS Correctional Facility	1
12	Alleged or Breached Rule	2021-04-22	2021-04-22	0	CAU	Central NS Correctional Facility	0
12	Alleged or Breached Rule	2021-04-22	2021-04-23	1	IND	Central NS Correctional Facility	1
12	Alleged or Breached Rule	2021-04-22	2021-04-23	1	CAU	Central NS Correctional Facility	1
12	Alleged or Breached Rule	2021-04-22	2021-04-27	5	CAU	Central NS Correctional Facility	5
12	Alleged or Breached Rule	2021-04-22	2021-04-29	7	IND	Central NS Correctional Facility	7
12	Alleged or Breached Rule	2021-04-22	2021-04-23	1	CAU	Central NS Correctional Facility	1
12	Alleged or Breached Rule	2021-04-22	2021-04-22	0	BLA	Central NS Correctional Facility	0
12	Alleged or Breached Rule	2021-04-22	2021-04-24	2	CAU	Central NS Correctional Facility	2
12	Alleged or Breached Rule	2021-04-23	2021-04-25	2	BLA	Central NS Correctional Facility	2
12	Alleged or Breached Rule	2021-04-23	2021-05-12	19	CAU	Central NS Correctional Facility	19
12	Alleged or Breached Rule	2021-04-24	2021-04-27	3	CAU	Central NS Correctional Facility	3
12	Alleged or Breached Rule	2021-04-26	2021-05-01	5	CAU	Central NS Correctional Facility	5
12	Alleged or Breached Rule	2021-04-26	2021-06-01	36	CAU	Central NS Correctional Facility	36
12	Alleged or Breached Rule	2021-04-26	2021-05-01	5	CAU	Central NS Correctional Facility	5
13	Alleged or Breached Rule	2021-04-27	2021-05-02	5	CAU	Central NS Correctional Facility	5
13	Alleged or Breached Rule	2021-04-27	2021-04-27	0	BLA	Central NS Correctional Facility	0
13	Alleged or Breached Rule	2021-04-28	2021-05-04	6	IND	Central NS Correctional Facility	6
13	Alleged or Breached Rule	2021-04-28	2021-04-29	1	CAU	Central NS Correctional Facility	1
13	Alleged or Breached Rule	2021-04-29	2021-05-03	4	IND	Central NS Correctional Facility	4
13	Alleged or Breached Rule	2021-04-29	2021-05-05	6	ANS	Central NS Correctional Facility	6
13	Alleged or Breached Rule	2021-04-30	2021-05-04	4	CAU	Central NS Correctional Facility	4
13	Alleged or Breached Rule	2021-05-01	2021-05-06	5	CAU	Central NS Correctional Facility	5
13	Alleged or Breached Rule	2021-05-01	2021-05-06	5	CAU	Central NS Correctional Facility	5
13	Alleged or Breached Rule	2021-05-01	2021-05-05	4	IND	Central NS Correctional Facility	4
13	Alleged or Breached Rule	2021-05-02	2021-05-07	5	BLA	Central NS Correctional Facility	5
13	Alleged or Breached Rule	2021-05-04	2021-05-07	3	CAU	Central NS Correctional Facility	3
13	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
13	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
13	Alleged or Breached Rule	2021-05-06	2021-05-07	1	BLA	Central NS Correctional Facility	1
13	Alleged or Breached Rule	2021-05-06	2021-05-07	1	BLA	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	BLA	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	IND	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	BLA	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	IND	Central NS Correctional Facility	1
14	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
15	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
15	Alleged or Breached Rule	2021-05-06	2021-05-07	1	BLA	Central NS Correctional Facility	1
15	Alleged or Breached Rule	2021-05-06	2021-05-07	1	CAU	Central NS Correctional Facility	1
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-11	4	CAU	Central NS Correctional Facility	4
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	OTH	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	OTH	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
15	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	IND	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	ANS	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	CAU	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-07	2021-05-07	0	BLA	Central NS Correctional Facility	0
16	Alleged or Breached Rule	2021-05-08	2021-05-09	1	BLA	Central NS Correctional Facility	1
16	Alleged or Breached Rule	2021-05-08	2021-05-12	4	BLA	Central NS Correctional Facility	4
16	Alleged or Breached Rule	2021-05-09	2021-05-26	17	CAU	Central NS Correctional Facility	17
17	Alleged or Breached Rule	2021-05-09	2021-05-11	2	BLA	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-09	2021-05-11	2	CAU	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-11	2021-05-12	1	IND	Central NS Correctional Facility	1
17	Alleged or Breached Rule	2021-05-12	2021-05-14	2	IND	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-13	2021-05-14	1	CAU	Central NS Correctional Facility	1
17	Alleged or Breached Rule	2021-05-13	2021-05-13	0	CAU	Central NS Correctional Facility	0
17	Alleged or Breached Rule	2021-05-13	2021-05-15	2	CAU	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-13	2021-05-16	3	CAU	Central NS Correctional Facility	3
17	Alleged or Breached Rule	2021-05-13	2021-05-16	3	CAU	Central NS Correctional Facility	3
17	Alleged or Breached Rule	2021-05-14	2021-05-18	4	CAU	Central NS Correctional Facility	4
17	Alleged or Breached Rule	2021-05-14	2021-05-18	4	CAU	Central NS Correctional Facility	4
17	Alleged or Breached Rule	2021-05-14	2021-05-18	4	CAU	Central NS Correctional Facility	4
17	Alleged or Breached Rule	2021-05-15	2021-05-17	2	BLA	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-15	2021-05-17	2	CAU	Central NS Correctional Facility	2
17	Alleged or Breached Rule	2021-05-16	2021-05-27	11	CAU	Central NS Correctional Facility	11
17	Alleged or Breached Rule	2021-05-16	2021-05-17	1	CAU	Central NS Correctional Facility	1
18	Alleged or Breached Rule	2021-05-17	2021-05-21	4	CAU	Central NS Correctional Facility	4
18	Alleged or Breached Rule	2021-05-17	2021-05-18	1	CAU	Central NS Correctional Facility	1
18	Alleged or Breached Rule	2021-05-18	2021-05-21	3	CAU	Central NS Correctional Facility	3
