Page	Confinement Reason	Entry	Exit	Duration	Ethnic Origin	Correctional Facility
72	Covid - 19	2022-09-10	2022-09-12	2	BLA	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	CAU	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	CAU	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	IND	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	IND	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	CAU	Cape Breton Correctional Facility
72	Covid - 19	2022-09-12	2022-09-13	1	IND	Cape Breton Correctional Facility
72	Covid - 19	2022-09-13	2022-09-14	1	CAU	Cape Breton Correctional Facility
72	Covid - 19	2022-09-20	2022-09-21	1	IND	Cape Breton Correctional Facility
73	Covid - 19	2022-09-22	2022-09-29	7	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-03	2022-10-03	0	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-04	2022-10-05	1	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-04	2022-10-06	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-05	2022-10-07	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-05	2022-10-07	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-06	2022-10-07	1	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-06	2022-10-12	6	IND	Cape Breton Correctional Facility
73	Covid - 19	2022-10-06	2022-10-07	1	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-07	2022-10-10	3	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-07	2022-10-10	3	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-08	2022-10-10	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-08	2022-10-10	2	ANS	Cape Breton Correctional Facility
73	Covid - 19	2022-10-08	2022-10-10	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-10	2022-10-12	2	CAU	Cape Breton Correctional Facility
73	Covid - 19	2022-10-11	2022-10-14	3	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-12	2022-10-13	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-12	2022-10-13	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-12	2022-10-14	2	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-13	2022-10-16	3	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-13	2022-10-16	3	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-14	2022-10-16	2	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-14	2022-10-14	0	IND	Cape Breton Correctional Facility
74	Covid - 19	2022-10-15	2022-10-21	6	IND	Cape Breton Correctional Facility
74	Covid - 19	2022-10-15	2022-10-16	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-16	2022-10-17	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-16	2022-10-21	5	IND	Cape Breton Correctional Facility
74	Covid - 19	2022-10-18	2022-10-20	2	IND	Cape Breton Correctional Facility
74	Covid - 19	2022-10-18	2022-10-19	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-18	2022-10-21	3	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-19	2022-10-20	1	CAU	Cape Breton Correctional Facility
74	Covid - 19	2022-10-19	2022-10-20	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-19	2022-10-21	2	IND	Cape Breton Correctional Facility
75	Covid - 19	2022-10-19	2022-10-21	2	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-19	2022-10-20	1	IND	Cape Breton Correctional Facility
75	Covid - 19	2022-10-20	2022-10-21	1	OTH	Cape Breton Correctional Facility
75	Covid - 19	2022-10-20	2022-10-21	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-20	2022-10-21	1	IND	Cape Breton Correctional Facility
75	Covid - 19	2022-10-24	2022-10-27	3	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-24	2022-10-25	1	IND	Cape Breton Correctional Facility
75	Covid - 19	2022-10-25	2022-10-27	2	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-25	2022-10-27	2	IND	Cape Breton Correctional Facility
75	Covid - 19	2022-10-26	2022-10-27	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-27	2022-10-28	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-27	2022-10-28	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-27	2022-10-28	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-28	2022-10-29	1	CAU	Cape Breton Correctional Facility
75	Covid - 19	2022-10-29	2022-10-30	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-10-29	2022-10-30	1	IND	Cape Breton Correctional Facility
76	Covid - 19	2022-10-29	2022-10-30	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-10-30	2022-10-31	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-10-30	2022-10-31	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-10-31	2022-11-03	3	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-01	2022-11-02	1	IND	Cape Breton Correctional Facility
76	Covid - 19	2022-11-01	2022-11-02	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-02	2022-11-03	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-02	2022-11-04	2	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-05	2022-11-06	1	IND	Cape Breton Correctional Facility
76	Covid - 19	2022-11-05	2022-11-06	1	IND	Cape Breton Correctional Facility
76	Covid - 19	2022-11-06	2022-11-07	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-06	2022-11-07	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-07	2022-11-08	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-07	2022-11-08	1	CAU	Cape Breton Correctional Facility
76	Covid - 19	2022-11-08	2022-11-09	1	IND	Cape Breton Correctional Facility
77	Covid - 19	2022-11-08	2022-11-09	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-08	2022-11-10	2	ANS	Cape Breton Correctional Facility
77	Covid - 19	2022-11-09	2022-11-10	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-09	2022-11-10	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-09	2022-11-11	2	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-09	2022-11-11	2	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-09	2022-11-10	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-11	2022-11-12	1	IND	Cape Breton Correctional Facility
77	Covid - 19	2022-11-12	2022-11-13	1	IND	Cape Breton Correctional Facility
77	Covid - 19	2022-11-13	2022-11-14	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-14	2022-11-15	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-15	2022-11-16	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-16	2022-11-18	2	IND	Cape Breton Correctional Facility
77	Covid - 19	2022-11-16	2022-11-17	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-17	2022-11-18	1	CAU	Cape Breton Correctional Facility
77	Covid - 19	2022-11-19	2022-11-21	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-19	2022-11-21	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-20	2022-11-22	2	IND	Cape Breton Correctional Facility
78	Covid - 19	2022-11-21	2022-11-23	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-22	2022-11-23	1	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-22	2022-11-24	2	IND	Cape Breton Correctional Facility
78	Covid - 19	2022-11-24	2022-11-25	1	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-27	2022-11-28	1	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-27	2022-11-29	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-28	2022-11-29	1	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-28	2022-12-01	3	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-29	2022-11-29	0	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-29	2022-11-30	1	IND	Cape Breton Correctional Facility
78	Covid - 19	2022-11-29	2022-12-01	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-11-30	2022-12-02	2	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-12-01	2022-12-02	1	CAU	Cape Breton Correctional Facility
78	Covid - 19	2022-12-02	2022-12-05	3	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-03	2022-12-06	3	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-03	2022-12-05	2	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-05	2022-12-12	7	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-05	2022-12-07	2	IND	Cape Breton Correctional Facility
79	Covid - 19	2022-12-05	2022-12-07	2	IND	Cape Breton Correctional Facility
79	Covid - 19	2022-12-06	2022-12-07	1	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-06	2022-12-07	1	BLA	Cape Breton Correctional Facility
79	Covid - 19	2022-12-06	2022-12-07	1	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-07	2022-12-08	1	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-07	2022-12-08	1	IND	Cape Breton Correctional Facility
79	Covid - 19	2022-12-07	2022-12-09	2	CAU	Cape Breton Correctional Facility
79	Covid - 19	2022-12-07	2022-12-09	2	IND	Cape Breton Correctional Facility
79	High Risk Safety Protocol	2021-03-20	2021-03-22	2	CAU	Cape Breton Correctional Facility
79	High Risk Safety Protocol	2021-05-10	2021-05-11	1	CAU	Cape Breton Correctional Facility
79	High Risk Safety Protocol	2021-11-06	2021-11-07	1	IND	Cape Breton Correctional Facility
79	High Risk Safety Protocol	2021-11-12	2021-11-14	2	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2021-11-15	2021-11-17	2	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2021-11-17	2021-11-20	3	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2021-12-07	2021-12-08	1	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-01-16	2022-01-17	1	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-01-28	2022-01-31	3	CAU	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-04-05	2022-04-09	4	CAU	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-04-12	2022-04-15	3	CAU	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-04-22	2022-04-23	1	IND	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-07-09	2022-07-13	4	CAU	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-11-25	2022-11-28	3	CAU	Cape Breton Correctional Facility
80	High Risk Safety Protocol	2022-12-02	2022-12-03	1	CAU	Cape Breton Correctional Facility
80	Housed with Privileges	2021-02-14	2021-02-16	2	CAU	Cape Breton Correctional Facility
80	Housed with Privileges	2021-03-13	2021-03-14	1	CAU	Cape Breton Correctional Facility
80	Housed with Privileges	2021-04-13	2021-04-15	2	CAU	Cape Breton Correctional Facility
80	Housed with Privileges	2021-06-01	2021-06-01	0	CAU	Cape Breton Correctional Facility
80	Housed with Privileges	2021-07-09	2021-07-10	1	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-08-25	2021-08-25	0	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-09-08	2021-09-08	0	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-09-08	2021-09-09	1	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-09-13	2021-09-14	1	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-09-27	2021-09-27	0	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-10-11	2021-10-12	1	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-10-25	2021-10-25	0	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-11-07	2021-11-09	2	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-11-12	2021-11-13	1	CAU	Cape Breton Correctional Facility
81	Housed with Privileges	2021-11-15	2021-11-16	1	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-11-16	2021-11-19	3	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-11-26	2021-12-01	5	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2021-12-01	2021-12-02	1	IND	Cape Breton Correctional Facility
81	Housed with Privileges	2022-02-16	2022-02-18	2	BLA	Cape Breton Correctional Facility
81	Housed with Privileges	2022-02-21	2022-02-22	1	BLA	Cape Breton Correctional Facility
81	Housed with Privileges	2022-06-19	2022-06-20	1	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-07-25	2022-07-27	2	IND	Cape Breton Correctional Facility
82	Housed with Privileges	2022-07-28	2022-07-29	1	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-07-28	2022-08-01	4	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-07-29	2022-08-01	3	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-09-13	2022-09-20	7	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-09-23	2022-09-26	3	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-10-27	2022-10-31	4	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-11-04	2022-11-08	4	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-11-14	2022-11-15	1	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-05	2022-12-06	1	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-07	2022-12-12	5	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-09	2022-12-12	3	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-13	2022-12-21	8	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-14	2022-12-16	2	CAU	Cape Breton Correctional Facility
82	Housed with Privileges	2022-12-26	2022-12-30	4	CAU	Cape Breton Correctional Facility
82	Medical	2021-02-11	2021-02-12	1	CAU	Cape Breton Correctional Facility
83	Medical	2021-02-12	2021-02-14	2	IND	Cape Breton Correctional Facility
83	Medical	2021-03-17	2021-03-19	2	BLA	Cape Breton Correctional Facility
83	Medical	2021-05-12	2021-05-14	2	CAU	Cape Breton Correctional Facility
83	Medical	2021-05-14	2021-05-17	3	CAU	Cape Breton Correctional Facility
83	Medical	2021-05-20	2021-05-23	3	CAU	Cape Breton Correctional Facility
83	Medical	2021-05-24	2021-05-25	1	CAU	Cape Breton Correctional Facility
83	Medical	2021-06-30	2021-07-02	2	BLA	Cape Breton Correctional Facility
83	Medical	2021-07-14	2021-07-15	1	CAU	Cape Breton Correctional Facility
83	Medical	2021-07-18	2021-07-20	2	CAU	Cape Breton Correctional Facility
83	Medical	2021-07-25	2021-07-27	2	CAU	Cape Breton Correctional Facility
83	Medical	2021-08-02	2021-08-03	1	BLA	Cape Breton Correctional Facility
83	Medical	2021-08-03	2021-08-04	1	CAU	Cape Breton Correctional Facility
83	Medical	2021-08-04	2021-08-06	2	CAU	Cape Breton Correctional Facility
83	Medical	2021-08-06	2021-08-10	4	BLA	Cape Breton Correctional Facility
83	Medical	2021-08-08	2021-08-09	1	IND	Cape Breton Correctional Facility
83	Medical	2021-08-18	2021-08-19	1	BLA	Cape Breton Correctional Facility
84	Medical	2021-08-28	2021-08-29	1	IND	Cape Breton Correctional Facility
84	Medical	2021-08-30	2021-08-31	1	IND	Cape Breton Correctional Facility
84	Medical	2021-09-02	2021-09-03	1	CAU	Cape Breton Correctional Facility
84	Medical	2021-09-23	2021-09-29	6	CAU	Cape Breton Correctional Facility
84	Medical	2021-09-29	2021-10-01	2	CAU	Cape Breton Correctional Facility
84	Medical	2021-10-01	2021-10-02	1	CAU	Cape Breton Correctional Facility
84	Medical	2021-10-02	2021-10-03	1	CAU	Cape Breton Correctional Facility
84	Medical	2021-10-08	2021-10-10	2	CAU	Cape Breton Correctional Facility
84	Medical	2021-10-18	2021-10-18	0	IND	Cape Breton Correctional Facility
84	Medical	2021-10-19	2021-10-22	3	IND	Cape Breton Correctional Facility
84	Medical	2021-10-22	2021-10-23	1	CAU	Cape Breton Correctional Facility
84	Medical	2021-10-29	2021-10-30	1	CAU	Cape Breton Correctional Facility
84	Medical	2021-11-01	2021-11-01	0	CAU	Cape Breton Correctional Facility
84	Medical	2021-11-02	2021-11-04	2	IND	Cape Breton Correctional Facility
84	Medical	2021-11-04	2021-11-10	6	IND	Cape Breton Correctional Facility
84	Medical	2021-11-10	2021-11-12	2	CAU	Cape Breton Correctional Facility
85	Medical	2021-11-28	2021-11-30	2	CAU	Cape Breton Correctional Facility
85	Medical	2022-02-17	2022-02-18	1	BLA	Cape Breton Correctional Facility
85	Medical	2022-02-23	2022-02-24	1	BLA	Cape Breton Correctional Facility
85	Medical	2022-04-13	2022-04-14	1	IND	Cape Breton Correctional Facility
85	Medical	2022-08-20	2022-08-21	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-08-26	2022-08-27	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-08-31	2022-09-02	2	IND	Cape Breton Correctional Facility
85	Medical	2022-09-13	2022-09-15	2	CAU	Cape Breton Correctional Facility
85	Medical	2022-10-06	2022-10-08	2	CAU	Cape Breton Correctional Facility
85	Medical	2022-10-08	2022-10-09	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-11-10	2022-11-10	0	IND	Cape Breton Correctional Facility
85	Medical	2022-12-12	2022-12-13	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-12-15	2022-12-16	1	IND	Cape Breton Correctional Facility
85	Medical	2022-12-21	2022-12-22	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-12-21	2022-12-22	1	CAU	Cape Breton Correctional Facility
85	Medical	2022-12-26	2022-12-27	1	CAU	Cape Breton Correctional Facility
86	Medical	2022-12-30	2022-12-31	1	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-01-28	2021-01-29	1	IND	Cape Breton Correctional Facility
86	OWN REQUEST	2021-03-14	2021-03-15	1	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-03-15	2021-03-19	4	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-05-12	2021-05-13	1	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-05-22	2021-05-25	3	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-05-28	2021-05-31	3	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-05-29	2021-06-08	10	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-04	2021-06-05	1	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-05	2021-06-08	3	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-08	2021-06-10	2	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-08	2021-06-10	2	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-13	2021-06-15	2	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-13	2021-06-15	2	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-15	2021-06-22	7	CAU	Cape Breton Correctional Facility
86	OWN REQUEST	2021-06-17	2021-06-18	1	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-06-18	2021-06-21	3	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-06-18	2021-06-21	3	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-06-19	2021-06-22	3	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-06-23	2021-06-25	2	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-07-02	2021-07-03	1	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-07-04	2021-07-07	3	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-07-10	2021-07-14	4	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-07-18	2021-07-19	1	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-07-26	2021-07-27	1	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-08-01	2021-08-03	2	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-08-16	2021-08-17	1	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-09-03	2021-09-05	2	BLA	Cape Breton Correctional Facility
87	OWN REQUEST	2021-09-08	2021-09-11	3	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-09-11	2021-09-13	2	BLA	Cape Breton Correctional Facility
87	OWN REQUEST	2021-09-20	2021-09-22	2	CAU	Cape Breton Correctional Facility
87	OWN REQUEST	2021-09-23	2021-09-23	0	BLA	Cape Breton Correctional Facility
88	OWN REQUEST	2021-09-23	2021-09-24	1	BLA	Cape Breton Correctional Facility
88	OWN REQUEST	2021-10-04	2021-10-08	4	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-10-14	2021-10-15	1	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-10-22	2021-10-25	3	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-10-25	2021-10-27	2	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-11-03	2021-11-04	1	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-11-09	2021-11-10	1	BLA	Cape Breton Correctional Facility
88	OWN REQUEST	2021-11-12	2021-11-15	3	BLA	Cape Breton Correctional Facility
88	OWN REQUEST	2021-11-22	2021-11-24	2	IND	Cape Breton Correctional Facility
88	OWN REQUEST	2021-12-01	2021-12-03	2	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2021-12-08	2021-12-09	1	IND	Cape Breton Correctional Facility
88	OWN REQUEST	2022-02-08	2022-02-12	4	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2022-03-12	2022-03-13	1	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2022-03-18	2022-03-22	4	CAU	Cape Breton Correctional Facility
88	OWN REQUEST	2022-04-07	2022-04-15	8	BLA	Cape Breton Correctional Facility
88	OWN REQUEST	2022-04-12	2022-04-14	2	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-04-20	2022-04-21	1	BLA	Cape Breton Correctional Facility
89	OWN REQUEST	2022-05-18	2022-05-18	0	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-05-19	2022-05-21	2	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-05-26	2022-05-26	0	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-06-20	2022-06-22	2	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-06-20	2022-06-21	1	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-07-26	2022-07-28	2	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-08-04	2022-08-06	2	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-08-18	2022-08-19	1	IND	Cape Breton Correctional Facility
89	OWN REQUEST	2022-08-22	2022-08-25	3	IND	Cape Breton Correctional Facility
89	OWN REQUEST	2022-08-22	2022-08-23	1	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-08-30	2022-08-31	1	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-09-16	2022-09-16	0	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-09-21	2022-09-29	8	IND	Cape Breton Correctional Facility
89	OWN REQUEST	2022-10-01	2022-10-02	1	CAU	Cape Breton Correctional Facility
89	OWN REQUEST	2022-10-07	2022-10-10	3	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-10-10	2022-10-13	3	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-10-15	2022-10-18	3	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-10-24	2022-10-24	0	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-11-02	2022-11-04	2	IND	Cape Breton Correctional Facility
90	OWN REQUEST	2022-11-13	2022-11-14	1	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-02	2022-12-03	1	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-05	2022-12-07	2	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-18	2022-12-20	2	CAU	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-22	2022-12-23	1	IND	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-23	2022-12-25	2	IND	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-25	2022-12-28	3	IND	Cape Breton Correctional Facility
90	OWN REQUEST	2022-12-29	2022-12-31	2	CAU	Cape Breton Correctional Facility
90	PROTECTION	2021-03-25	2021-03-26	1	CAU	Cape Breton Correctional Facility
90	PROTECTION	2021-04-12	2021-04-13	1	CAU	Cape Breton Correctional Facility
90	PROTECTION	2021-12-11	2021-12-11	0	CAU	Cape Breton Correctional Facility
90	PROTECTION	2022-04-08	2022-04-09	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-04-09	2022-04-10	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-04-28	2022-04-30	2	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-05-06	2022-05-06	0	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-05-11	2022-05-12	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-05-26	2022-05-27	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-06-04	2022-06-04	0	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-06-15	2022-06-16	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-06-20	2022-06-21	1	CAU	Cape Breton Correctional Facility
91	PROTECTION	2022-09-09	2022-09-11	2	IND	Cape Breton Correctional Facility
91	PROTECTION	2022-09-23	2022-09-23	0	IND	Cape Breton Correctional Facility
91	SAFETY OF OTHERS	2021-04-19	2021-04-20	1	CAU	Cape Breton Correctional Facility
91	SAFETY OF OTHERS	2021-05-28	2021-05-29	1	CAU	Cape Breton Correctional Facility
91	SAFETY OF OTHERS	2021-06-07	2021-06-10	3	CAU	Cape Breton Correctional Facility
91	SAFETY OF OTHERS	2021-08-02	2021-08-03	1	CAU	Cape Breton Correctional Facility
91	Security of Correctional Faci	2021-01-21	2021-01-24	3	CAU	Cape Breton Correctional Facility
91	Security of Correctional Faci	2021-01-21	2021-01-24	3	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-01-31	2021-02-02	2	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-02-15	2021-02-17	2	IND	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-05	2021-03-07	2	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-10	2021-03-10	0	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-11	2021-03-13	2	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-16	2021-03-19	3	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-18	2021-03-25	7	CAU	Cape Breton Correctional Facility
92	Security of Correctional Faci	2021-03-31	2021-03-31	0	CAU	Cape Breton Correctional Facility
